rank,name,points,our_character_id,is_variant,site_face_id,image_url,image_path
339,APHELANDRA,,Aphelandra,False,0538,https://onepiecewt100-2026.com/assets/faces-84x84/0538.png,polls/wt100_2026/0339_APHELANDRA.png
340,SAINT SATCHELS MAFFEY,,Satchels_Maffey,False,1552,https://onepiecewt100-2026.com/assets/faces-84x84/1552.png,polls/wt100_2026/0340_SAINT_SATCHELS_MAFFEY.png
341,LINDBERGH,,Lindbergh,False,1081,https://onepiecewt100-2026.com/assets/faces-84x84/1081.png,polls/wt100_2026/0341_LINDBERGH.png
342,GYATS,,,False,0808,https://onepiecewt100-2026.com/assets/faces-84x84/0808.png,polls/wt100_2026/0342_GYATS.png
343,SHURA,,Shura,False,0285,https://onepiecewt100-2026.com/assets/faces-84x84/0285.png,polls/wt100_2026/0343_SHURA.png
343,JOZU,,Jozu,False,0441,https://onepiecewt100-2026.com/assets/faces-84x84/0441.png,polls/wt100_2026/0343_JOZU.png
345,FUNKFREED,,Funkfreed,False,0429,https://onepiecewt100-2026.com/assets/faces-84x84/0429.png,polls/wt100_2026/0345_FUNKFREED.png
346,LAO G,,Lao_G,False,0877,https://onepiecewt100-2026.com/assets/faces-84x84/0877.png,polls/wt100_2026/0346_LAO_G.png
347,IKKAKU,,Ikkaku,False,0930,https://onepiecewt100-2026.com/assets/faces-84x84/0930.png,polls/wt100_2026/0347_IKKAKU.png
347,BUILDING SNAKE,,Building_Snake,False,1421,https://onepiecewt100-2026.com/assets/faces-84x84/1421.png,polls/wt100_2026/0347_BUILDING_SNAKE.png
349,YOKOZUNA,,Yokozuna,False,0385,https://onepiecewt100-2026.com/assets/faces-84x84/0385.png,polls/wt100_2026/0349_YOKOZUNA.png
350,GENZO,,Genzo,False,0097,https://onepiecewt100-2026.com/assets/faces-84x84/0097.png,polls/wt100_2026/0350_GENZO.png
351,CARIBOU,,Caribou,False,0686,https://onepiecewt100-2026.com/assets/faces-84x84/0686.png,polls/wt100_2026/0351_CARIBOU.png
352,TONJIT,,Tonjit,False,0333,https://onepiecewt100-2026.com/assets/faces-84x84/0333.png,polls/wt100_2026/0352_TONJIT.png
352,CARROT,,Carrot,True,0059,https://onepiecewt100-2026.com/assets/faces-84x84/0059.png,polls/wt100_2026/0352_CARROT.png
354,FAUST,,Faust,False,0533,https://onepiecewt100-2026.com/assets/faces-84x84/0533.png,polls/wt100_2026/0354_FAUST.png
355,DRIP (FAKE SANJI),,Drip,False,0680,https://onepiecewt100-2026.com/assets/faces-84x84/0680.png,polls/wt100_2026/0355_DRIP_FAKE_SANJI.png
356,DONQUIXOTE MJOSGARD,,Donquixote_Mjosgard,False,0762,https://onepiecewt100-2026.com/assets/faces-84x84/0762.png,polls/wt100_2026/0356_DONQUIXOTE_MJOSGARD.png
357,SAINT ROSWARD SHALRIA,,Rosward_Shalria,False,0498,https://onepiecewt100-2026.com/assets/faces-84x84/0498.png,polls/wt100_2026/0357_SAINT_ROSWARD_SHALRIA.png
358,SHINOBU,,Shinobu,False,1162,https://onepiecewt100-2026.com/assets/faces-84x84/1162.png,polls/wt100_2026/0358_SHINOBU.png
359,MOOCY,,,False,0833,https://onepiecewt100-2026.com/assets/faces-84x84/0833.png,polls/wt100_2026/0359_MOOCY.png
360,SURUME (KRAKEN),,Surume,False,0689,https://onepiecewt100-2026.com/assets/faces-84x84/0689.png,polls/wt100_2026/0360_SURUME_KRAKEN.png
361,COLLUN,,,False,1452,https://onepiecewt100-2026.com/assets/faces-84x84/1452.png,polls/wt100_2026/0361_COLLUN.png
361,CHARLOTTE OVEN,,Charlotte_Oven,False,1017,https://onepiecewt100-2026.com/assets/faces-84x84/1017.png,polls/wt100_2026/0361_CHARLOTTE_OVEN.png
361,SERAPHIM (DONQUIXOTE DOFLAMINGO),,Donquixote_Doflamingo,True,1469,https://onepiecewt100-2026.com/assets/faces-84x84/1469.png,polls/wt100_2026/0361_SERAPHIM_DONQUIXOTE_DOFLAMINGO.png
361,MAMBOSHI,,,False,0712,https://onepiecewt100-2026.com/assets/faces-84x84/0712.png,polls/wt100_2026/0361_MAMBOSHI.png
361,MOON ISAAC Jr.,,Moon_Isaac_Jr.,False,1318,https://onepiecewt100-2026.com/assets/faces-84x84/1318.png,polls/wt100_2026/0361_MOON_ISAAC_Jr.png
366,MANJARO (FAKE ZORO),,Manjaro,False,0679,https://onepiecewt100-2026.com/assets/faces-84x84/0679.png,polls/wt100_2026/0366_MANJARO_FAKE_ZORO.png
366,WANZE,,Wanze,False,0394,https://onepiecewt100-2026.com/assets/faces-84x84/0394.png,polls/wt100_2026/0366_WANZE.png
368,KUMADORI,,Kumadori,False,0400,https://onepiecewt100-2026.com/assets/faces-84x84/0400.png,polls/wt100_2026/0368_KUMADORI.png
368,SCARLETT,,Scarlett,False,0883,https://onepiecewt100-2026.com/assets/faces-84x84/0883.png,polls/wt100_2026/0368_SCARLETT.png
368,MEGALO,,Megalo,False,0728,https://onepiecewt100-2026.com/assets/faces-84x84/0728.png,polls/wt100_2026/0368_MEGALO.png
368,RINDO,,Rindo,False,0548,https://onepiecewt100-2026.com/assets/faces-84x84/0548.png,polls/wt100_2026/0368_RINDO.png
372,MOGURA (Anthropomorphized form),,,False,1448,https://onepiecewt100-2026.com/assets/faces-84x84/1448.png,polls/wt100_2026/0372_MOGURA_Anthropomorphized_form.png
373,GEDATSU,,Gedatsu,False,0295,https://onepiecewt100-2026.com/assets/faces-84x84/0295.png,polls/wt100_2026/0373_GEDATSU.png
374,TOAD BOINGNOSUKE,,,False,1114,https://onepiecewt100-2026.com/assets/faces-84x84/1114.png,polls/wt100_2026/0374_TOAD_BOINGNOSUKE.png
374,HAKUGAN,,Hakugan,False,1349,https://onepiecewt100-2026.com/assets/faces-84x84/1349.png,polls/wt100_2026/0374_HAKUGAN.png
376,CHARLOTTE GALETTE,,Charlotte_Galette,False,0972,https://onepiecewt100-2026.com/assets/faces-84x84/0972.png,polls/wt100_2026/0376_CHARLOTTE_GALETTE.png
377,KYO (SILVER AXE）,,,False,1548,https://onepiecewt100-2026.com/assets/faces-84x84/1548.png,polls/wt100_2026/0377_KYO_SILVER_AXE.png
378,PAGAYA,,Pagaya,False,0280,https://onepiecewt100-2026.com/assets/faces-84x84/0280.png,polls/wt100_2026/0378_PAGAYA.png
379,TENSEI (KUROUMA),,Tensei,False,1422,https://onepiecewt100-2026.com/assets/faces-84x84/1422.png,polls/wt100_2026/0379_TENSEI_KUROUMA.png
380,SUZUME,,Suzume,False,0430,https://onepiecewt100-2026.com/assets/faces-84x84/0430.png,polls/wt100_2026/0380_SUZUME.png
381,GYARO,,Gyaro,False,0492,https://onepiecewt100-2026.com/assets/faces-84x84/0492.png,polls/wt100_2026/0381_GYARO.png
382,NIKA,,Nika,False,0745,https://onepiecewt100-2026.com/assets/faces-84x84/0745.png,polls/wt100_2026/0382_NIKA.png
383,KINGBAUM,,Kingbaum,False,0959,https://onepiecewt100-2026.com/assets/faces-84x84/0959.png,polls/wt100_2026/0383_KINGBAUM.png
384,McTREENALD,,,False,0454,https://onepiecewt100-2026.com/assets/faces-84x84/0454.png,polls/wt100_2026/0384_McTREENALD.png
385,TREBOL,,Trebol,False,0879,https://onepiecewt100-2026.com/assets/faces-84x84/0879.png,polls/wt100_2026/0385_TREBOL.png
385,BONK PUNCH,,Bonk_Punch,False,1417,https://onepiecewt100-2026.com/assets/faces-84x84/1417.png,polls/wt100_2026/0385_BONK_PUNCH.png
387,WANG ZHI,,,False,1545,https://onepiecewt100-2026.com/assets/faces-84x84/1545.png,polls/wt100_2026/0387_WANG_ZHI.png
388,OCTOBALLOON,,,False,0328,https://onepiecewt100-2026.com/assets/faces-84x84/0328.png,polls/wt100_2026/0388_OCTOBALLOON.png
389,PEEKATHA KROTCH,,,False,0846,https://onepiecewt100-2026.com/assets/faces-84x84/0846.png,polls/wt100_2026/0389_PEEKATHA_KROTCH.png
390,KATSUZO,,Katsuzo,False,1292,https://onepiecewt100-2026.com/assets/faces-84x84/1292.png,polls/wt100_2026/0390_KATSUZO.png
391,CLOU D. CLOVER,,Clover,False,0420,https://onepiecewt100-2026.com/assets/faces-84x84/0420.png,polls/wt100_2026/0391_CLOU_D_CLOVER.png
392,MATSUGE,,Matsuge,False,0186,https://onepiecewt100-2026.com/assets/faces-84x84/0186.png,polls/wt100_2026/0392_MATSUGE.png
393,ABSALOM,,Absalom,False,0466,https://onepiecewt100-2026.com/assets/faces-84x84/0466.png,polls/wt100_2026/0393_ABSALOM.png
394,DIVE,,Dive,False,1404,https://onepiecewt100-2026.com/assets/faces-84x84/1404.png,polls/wt100_2026/0394_DIVE.png
395,LITTLEOARS Jr.,,Oars_Jr.,False,0622,https://onepiecewt100-2026.com/assets/faces-84x84/0622.png,polls/wt100_2026/0395_LITTLEOARS_Jr.png
396,IGARAM (Mr. 8/IGARAPPOI),,Igaram,False,0134,https://onepiecewt100-2026.com/assets/faces-84x84/0134.png,polls/wt100_2026/0396_IGARAM_Mr_8_IGARAPPOI.png
397,RANDOLPH,,Randolph,False,0952,https://onepiecewt100-2026.com/assets/faces-84x84/0952.png,polls/wt100_2026/0397_RANDOLPH.png
398,ONIMARU (GYUKIMARU),,Onimaru,False,1233,https://onepiecewt100-2026.com/assets/faces-84x84/1233.png,polls/wt100_2026/0398_ONIMARU_GYUKIMARU.png
399,EGGPLANT SOLDIER,,Eggplant_Soldier,False,0993,https://onepiecewt100-2026.com/assets/faces-84x84/0993.png,polls/wt100_2026/0399_EGGPLANT_SOLDIER.png
400,S-BEAR,,S-Bear,False,1433,https://onepiecewt100-2026.com/assets/faces-84x84/1433.png,polls/wt100_2026/0400_S_BEAR.png
400,SALOME,,Salome,False,0554,https://onepiecewt100-2026.com/assets/faces-84x84/0554.png,polls/wt100_2026/0400_SALOME.png
402,CATARINA.DEVON,,Catarina_Devon,False,0645,https://onepiecewt100-2026.com/assets/faces-84x84/0645.png,polls/wt100_2026/0402_CATARINA_DEVON.png
402,FUKUROU,,Fukurou,False,0399,https://onepiecewt100-2026.com/assets/faces-84x84/0399.png,polls/wt100_2026/0402_FUKUROU.png
404,BUNBUKU,,Bunbuku,False,1125,https://onepiecewt100-2026.com/assets/faces-84x84/1125.png,polls/wt100_2026/0404_BUNBUKU.png
405,GEM (Mr. 5),,Gem,False,0138,https://onepiecewt100-2026.com/assets/faces-84x84/0138.png,polls/wt100_2026/0405_GEM_Mr_5.png
406,ROXANNE,,Roxanne,False,0083,https://onepiecewt100-2026.com/assets/faces-84x84/0083.png,polls/wt100_2026/0406_ROXANNE.png
407,VINSMOKE JUDGE,,Vinsmoke_Judge,False,0954,https://onepiecewt100-2026.com/assets/faces-84x84/0954.png,polls/wt100_2026/0407_VINSMOKE_JUDGE.png
408,WIRE,,Wire,False,0522,https://onepiecewt100-2026.com/assets/faces-84x84/0522.png,polls/wt100_2026/0408_WIRE.png
409,HEAT,,Heat,False,0521,https://onepiecewt100-2026.com/assets/faces-84x84/0521.png,polls/wt100_2026/0409_HEAT.png
410,MACHVISE,,Machvise,False,0876,https://onepiecewt100-2026.com/assets/faces-84x84/0876.png,polls/wt100_2026/0410_MACHVISE.png
411,JEAN BART,,Jean_Bart,False,0500,https://onepiecewt100-2026.com/assets/faces-84x84/0500.png,polls/wt100_2026/0411_JEAN_BART.png
412,FUKABOSHI,,Fukaboshi,False,0710,https://onepiecewt100-2026.com/assets/faces-84x84/0710.png,polls/wt100_2026/0412_FUKABOSHI.png
413,KUROZUMI OROCHI,,Kurozumi_Orochi,False,1207,https://onepiecewt100-2026.com/assets/faces-84x84/1207.png,polls/wt100_2026/0413_KUROZUMI_OROCHI.png
413,NEFELTARI LILY,,Lily,False,1467,https://onepiecewt100-2026.com/assets/faces-84x84/1467.png,polls/wt100_2026/0413_NEFELTARI_LILY.png
415,TRANSPONDER SNAIL,,,False,1533,https://onepiecewt100-2026.com/assets/faces-84x84/1533.png,polls/wt100_2026/0415_TRANSPONDER_SNAIL.png
416,GINRUMMY,,Ginrummy,False,0922,https://onepiecewt100-2026.com/assets/faces-84x84/0922.png,polls/wt100_2026/0416_GINRUMMY.png
417,ONIGUMO,,Onigumo,False,0432,https://onepiecewt100-2026.com/assets/faces-84x84/0432.png,polls/wt100_2026/0417_ONIGUMO.png
418,RAIZO,,Raizo,False,0936,https://onepiecewt100-2026.com/assets/faces-84x84/0936.png,polls/wt100_2026/0418_RAIZO.png
419,SHU,,Shu,False,0437,https://onepiecewt100-2026.com/assets/faces-84x84/0437.png,polls/wt100_2026/0419_SHU.png
419,RODO,,,False,1071,https://onepiecewt100-2026.com/assets/faces-84x84/1071.png,polls/wt100_2026/0419_RODO.png
421,VITO,,Vito,False,0931,https://onepiecewt100-2026.com/assets/faces-84x84/0931.png,polls/wt100_2026/0421_VITO.png
422,DIAMANTE,,Diamante,False,0878,https://onepiecewt100-2026.com/assets/faces-84x84/0878.png,polls/wt100_2026/0422_DIAMANTE.png
422,PACIFISTA,,,False,0531,https://onepiecewt100-2026.com/assets/faces-84x84/0531.png,polls/wt100_2026/0422_PACIFISTA.png
424,AISA,,Aisa,False,0287,https://onepiecewt100-2026.com/assets/faces-84x84/0287.png,polls/wt100_2026/0424_AISA.png
425,DALMATION,,,False,0630,https://onepiecewt100-2026.com/assets/faces-84x84/0630.png,polls/wt100_2026/0425_DALMATION.png
425,BANANA GATOR,,,False,0147,https://onepiecewt100-2026.com/assets/faces-84x84/0147.png,polls/wt100_2026/0425_BANANA_GATOR.png
427,CUB,,,False,0864,https://onepiecewt100-2026.com/assets/faces-84x84/0864.png,polls/wt100_2026/0427_CUB.png
428,PANDAWOMANMI,,,False,0556,https://onepiecewt100-2026.com/assets/faces-84x84/0556.png,polls/wt100_2026/0428_PANDAWOMANMI.png
428,MIKIO ITOO,,Mikio_Itoo,False,0021,https://onepiecewt100-2026.com/assets/faces-84x84/0021.png,polls/wt100_2026/0428_MIKIO_ITOO.png
430,SEA CAT,,,False,0173,https://onepiecewt100-2026.com/assets/faces-84x84/0173.png,polls/wt100_2026/0430_SEA_CAT.png
431,STRONGER,,Stronger,False,0272,https://onepiecewt100-2026.com/assets/faces-84x84/0272.png,polls/wt100_2026/0431_STRONGER.png
432,STRAY FOX (FAKE CHOPPER),,Fake_Chopper,False,0682,https://onepiecewt100-2026.com/assets/faces-84x84/0682.png,polls/wt100_2026/0432_STRAY_FOX_FAKE_CHOPPER.png
433,SMILEY,,Slime,False,0794,https://onepiecewt100-2026.com/assets/faces-84x84/0794.png,polls/wt100_2026/0433_SMILEY.png
434,DAIFUGO,,Daifugo,False,1228,https://onepiecewt100-2026.com/assets/faces-84x84/1228.png,polls/wt100_2026/0434_DAIFUGO.png
435,ASHURA DOJI (SHUTENMARU),,Ashura_Doji,False,1163,https://onepiecewt100-2026.com/assets/faces-84x84/1163.png,polls/wt100_2026/0435_ASHURA_DOJI_SHUTENMARU.png
436,DOG PENGUIN,,Penguin,True,0473,https://onepiecewt100-2026.com/assets/faces-84x84/0473.png,polls/wt100_2026/0436_DOG_PENGUIN.png
436,ACE (Anthropomorphized form),,Portgas_D._Ace,True,1477,https://onepiecewt100-2026.com/assets/faces-84x84/1477.png,polls/wt100_2026/0436_ACE_Anthropomorphized_form.png
438,DOBERMAN,,Doberman,False,0433,https://onepiecewt100-2026.com/assets/faces-84x84/0433.png,polls/wt100_2026/0438_DOBERMAN.png
438,BIBLO,,Biblo,False,1514,https://onepiecewt100-2026.com/assets/faces-84x84/1514.png,polls/wt100_2026/0438_BIBLO.png
440,STAINLESS,,Stainless,False,0257,https://onepiecewt100-2026.com/assets/faces-84x84/0257.png,polls/wt100_2026/0440_STAINLESS.png
441,BAO HUANG,,Bao_Huang,False,1335,https://onepiecewt100-2026.com/assets/faces-84x84/1335.png,polls/wt100_2026/0441_BAO_HUANG.png
442,TACO,,,False,1090,https://onepiecewt100-2026.com/assets/faces-84x84/1090.png,polls/wt100_2026/0442_TACO.png
443,GANZUI,,Ganzui,False,1481,https://onepiecewt100-2026.com/assets/faces-84x84/1481.png,polls/wt100_2026/0443_GANZUI.png
443,YOSAKU,,Yosaku,False,0071,https://onepiecewt100-2026.com/assets/faces-84x84/0071.png,polls/wt100_2026/0443_YOSAKU.png
445,Miss FATHER'S DAY,,Miss_Father's_Day,False,0219,https://onepiecewt100-2026.com/assets/faces-84x84/0219.png,polls/wt100_2026/0445_Miss_FATHER_S_DAY.png
446,KAMAKIRI,,Kamakiri,False,0288,https://onepiecewt100-2026.com/assets/faces-84x84/0288.png,polls/wt100_2026/0446_KAMAKIRI.png
447,CHUJI,,Chuji,False,1411,https://onepiecewt100-2026.com/assets/faces-84x84/1411.png,polls/wt100_2026/0447_CHUJI.png
448,VEGAPANTS,,,False,1513,https://onepiecewt100-2026.com/assets/faces-84x84/1513.png,polls/wt100_2026/0448_VEGAPANTS.png
449,YUWANA MYCLOSE,,,False,1451,https://onepiecewt100-2026.com/assets/faces-84x84/1451.png,polls/wt100_2026/0449_YUWANA_MYCLOSE.png
449,STRAW HAT (HUMAN FORM),,,False,1334,https://onepiecewt100-2026.com/assets/faces-84x84/1334.png,polls/wt100_2026/0449_STRAW_HAT_HUMAN_FORM.png
451,NERO,,Nero,False,0395,https://onepiecewt100-2026.com/assets/faces-84x84/0395.png,polls/wt100_2026/0451_NERO.png
451,PICA,,Pica,False,0884,https://onepiecewt100-2026.com/assets/faces-84x84/0884.png,polls/wt100_2026/0451_PICA.png
453,SARQUISS,,Sarquiss,False,0236,https://onepiecewt100-2026.com/assets/faces-84x84/0236.png,polls/wt100_2026/0453_SARQUISS.png
454,BOBBIN,,Bobbin,False,1002,https://onepiecewt100-2026.com/assets/faces-84x84/1002.png,polls/wt100_2026/0454_BOBBIN.png
454,WADO ICHIMONJI (SWORD),,,False,1173,https://onepiecewt100-2026.com/assets/faces-84x84/1173.png,polls/wt100_2026/0454_WADO_ICHIMONJI_SWORD.png
456,SALDEATH,,Saldeath,False,0574,https://onepiecewt100-2026.com/assets/faces-84x84/0574.png,polls/wt100_2026/0456_SALDEATH.png
457,CHARLOTTE CHIFFON,,Charlotte_Chiffon,False,0955,https://onepiecewt100-2026.com/assets/faces-84x84/0955.png,polls/wt100_2026/0457_CHARLOTTE_CHIFFON.png
458,RORONOA PINZORO,,,False,1435,https://onepiecewt100-2026.com/assets/faces-84x84/1435.png,polls/wt100_2026/0458_RORONOA_PINZORO.png
459,NEPTUNE,,Neptune,False,0726,https://onepiecewt100-2026.com/assets/faces-84x84/0726.png,polls/wt100_2026/0459_NEPTUNE.png
459,HENOHENOUNCHI,,,False,0140,https://onepiecewt100-2026.com/assets/faces-84x84/0140.png,polls/wt100_2026/0459_HENOHENOUNCHI.png
459,HOLY,,Holy,False,0281,https://onepiecewt100-2026.com/assets/faces-84x84/0281.png,polls/wt100_2026/0459_HOLY.png
462,CHARLOTTE CORNSTARCH,,Charlotte_Cornstarch,False,1075,https://onepiecewt100-2026.com/assets/faces-84x84/1075.png,polls/wt100_2026/0462_CHARLOTTE_CORNSTARCH.png
462,POLO GRAM,,Polo_Gram,False,1555,https://onepiecewt100-2026.com/assets/faces-84x84/1555.png,polls/wt100_2026/0462_POLO_GRAM.png
464,HAREDAS,,Haredas,False,0558,https://onepiecewt100-2026.com/assets/faces-84x84/0558.png,polls/wt100_2026/0464_HAREDAS.png
465,AVALO.PIZARRO,,Avalo_Pizarro,False,0646,https://onepiecewt100-2026.com/assets/faces-84x84/0646.png,polls/wt100_2026/0465_AVALO_PIZARRO.png
466,YONKA TWO,,,False,0748,https://onepiecewt100-2026.com/assets/faces-84x84/0748.png,polls/wt100_2026/0466_YONKA_TWO.png
467,ELIZABELLO II,,Elizabello_II,False,0818,https://onepiecewt100-2026.com/assets/faces-84x84/0818.png,polls/wt100_2026/0467_ELIZABELLO_II.png
468,SNOOOW LEOPAAARD,,,False,0335,https://onepiecewt100-2026.com/assets/faces-84x84/0335.png,polls/wt100_2026/0468_SNOOOW_LEOPAAARD.png
469,LASSOO,,Lassoo,False,0210,https://onepiecewt100-2026.com/assets/faces-84x84/0210.png,polls/wt100_2026/0469_LASSOO.png
470,ROBSON,,Robson,False,0161,https://onepiecewt100-2026.com/assets/faces-84x84/0161.png,polls/wt100_2026/0470_ROBSON.png
471,OARS,,Oars,False,0478,https://onepiecewt100-2026.com/assets/faces-84x84/0478.png,polls/wt100_2026/0471_OARS.png
472,ALICE,,Alice,False,0776,https://onepiecewt100-2026.com/assets/faces-84x84/0776.png,polls/wt100_2026/0472_ALICE.png
472,WADATSUMI,,Wadatsumi,False,0732,https://onepiecewt100-2026.com/assets/faces-84x84/0732.png,polls/wt100_2026/0472_WADATSUMI.png
474,VICTORIA BROTH SPLATTERINA,,,False,1041,https://onepiecewt100-2026.com/assets/faces-84x84/1041.png,polls/wt100_2026/0474_VICTORIA_BROTH_SPLATTERINA.png
474,ORLUMBUS,,Orlumbus,False,0822,https://onepiecewt100-2026.com/assets/faces-84x84/0822.png,polls/wt100_2026/0474_ORLUMBUS.png
476,ONION,,,False,0061,https://onepiecewt100-2026.com/assets/faces-84x84/0061.png,polls/wt100_2026/0476_ONION.png
477,BARON TAMAGO,,Tamago,False,0760,https://onepiecewt100-2026.com/assets/faces-84x84/0760.png,polls/wt100_2026/0477_BARON_TAMAGO.png
477,MELLO,,Mr._Mellow,False,0738,https://onepiecewt100-2026.com/assets/faces-84x84/0738.png,polls/wt100_2026/0477_MELLO.png
479,CHARLOTTE CINNAMON,,Charlotte_Cinnamon,False,1050,https://onepiecewt100-2026.com/assets/faces-84x84/1050.png,polls/wt100_2026/0479_CHARLOTTE_CINNAMON.png
479,MAKINO'S BABY,,,False,0754,https://onepiecewt100-2026.com/assets/faces-84x84/0754.png,polls/wt100_2026/0479_MAKINO_S_BABY.png
481,JOSH,,,False,1444,https://onepiecewt100-2026.com/assets/faces-84x84/1444.png,polls/wt100_2026/0481_JOSH.png
482,MILKY,,Milky,False,0933,https://onepiecewt100-2026.com/assets/faces-84x84/0933.png,polls/wt100_2026/0482_MILKY.png
483,DOMO-KUN,,Domo-kun,False,0047,https://onepiecewt100-2026.com/assets/faces-84x84/0047.png,polls/wt100_2026/0483_DOMO_KUN.png
484,CHINJAO,,Chinjao,False,0812,https://onepiecewt100-2026.com/assets/faces-84x84/0812.png,polls/wt100_2026/0484_CHINJAO.png
485,DOSKOI PANDA,,,False,0990,https://onepiecewt100-2026.com/assets/faces-84x84/0990.png,polls/wt100_2026/0485_DOSKOI_PANDA.png
486,VANDER DECKEN IX,,Vander_Decken_IX,False,0733,https://onepiecewt100-2026.com/assets/faces-84x84/0733.png,polls/wt100_2026/0486_VANDER_DECKEN_IX.png
487,SPACEY,,Spacey,False,0442,https://onepiecewt100-2026.com/assets/faces-84x84/0442.png,polls/wt100_2026/0487_SPACEY.png
487,ROCK,,,False,0789,https://onepiecewt100-2026.com/assets/faces-84x84/0789.png,polls/wt100_2026/0487_ROCK.png
489,TOMATO GANG,,,False,0223,https://onepiecewt100-2026.com/assets/faces-84x84/0223.png,polls/wt100_2026/0489_TOMATO_GANG.png
489,HAM BURGER,,Ham_Burger,False,1088,https://onepiecewt100-2026.com/assets/faces-84x84/1088.png,polls/wt100_2026/0489_HAM_BURGER.png
491,GENBO,,Genbo,False,0290,https://onepiecewt100-2026.com/assets/faces-84x84/0290.png,polls/wt100_2026/0491_GENBO.png
491,SANJUAN.WOLF,,Sanjuan_Wolf,False,0643,https://onepiecewt100-2026.com/assets/faces-84x84/0643.png,polls/wt100_2026/0491_SANJUAN_WOLF.png
493,MERRY,,Merry,True,0065,https://onepiecewt100-2026.com/assets/faces-84x84/0065.png,polls/wt100_2026/0493_MERRY.png
494,"""HOWLING"" GAB",,Gab,False,1420,https://onepiecewt100-2026.com/assets/faces-84x84/1420.png,polls/wt100_2026/0494_HOWLING_GAB.png
494,PRINCE BERET,,,False,0597,https://onepiecewt100-2026.com/assets/faces-84x84/0597.png,polls/wt100_2026/0494_PRINCE_BERET.png
496,KIKOKU (Anthropomorphized form),,,False,1447,https://onepiecewt100-2026.com/assets/faces-84x84/1447.png,polls/wt100_2026/0496_KIKOKU_Anthropomorphized_form.png
496,CALICOACH,,,False,0965,https://onepiecewt100-2026.com/assets/faces-84x84/0965.png,polls/wt100_2026/0496_CALICOACH.png
496,MARGARITA,,Margarita,False,0483,https://onepiecewt100-2026.com/assets/faces-84x84/0483.png,polls/wt100_2026/0496_MARGARITA.png
499,COWBOY,,Kentauros,False,0206,https://onepiecewt100-2026.com/assets/faces-84x84/0206.png,polls/wt100_2026/0499_COWBOY.png
499,KOMACHIYO,,Komachiyo,False,1124,https://onepiecewt100-2026.com/assets/faces-84x84/1124.png,polls/wt100_2026/0499_KOMACHIYO.png
499,DON MARLON,,Marlon,False,1544,https://onepiecewt100-2026.com/assets/faces-84x84/1544.png,polls/wt100_2026/0499_DON_MARLON.png
502,JOSEPH,,Joseph,False,0828,https://onepiecewt100-2026.com/assets/faces-84x84/0828.png,polls/wt100_2026/0502_JOSEPH.png
503,SALOU,,,False,0497,https://onepiecewt100-2026.com/assets/faces-84x84/0497.png,polls/wt100_2026/0503_SALOU.png
503,RIPPER,,Ripper,False,0042,https://onepiecewt100-2026.com/assets/faces-84x84/0042.png,polls/wt100_2026/0503_RIPPER.png
505,YLVA,,Ylva,False,1508,https://onepiecewt100-2026.com/assets/faces-84x84/1508.png,polls/wt100_2026/0505_YLVA.png
506,KOUSHIROU,,Koushirou,False,0041,https://onepiecewt100-2026.com/assets/faces-84x84/0041.png,polls/wt100_2026/0506_KOUSHIROU.png
507,MONEYPENNY,,,False,0426,https://onepiecewt100-2026.com/assets/faces-84x84/0426.png,polls/wt100_2026/0507_MONEYPENNY.png
508,SUPER SNOWMAN,,,False,0156,https://onepiecewt100-2026.com/assets/faces-84x84/0156.png,polls/wt100_2026/0508_SUPER_SNOWMAN.png
509,URASHIMA,,Urashima,False,1134,https://onepiecewt100-2026.com/assets/faces-84x84/1134.png,polls/wt100_2026/0509_URASHIMA.png
509,SARFUNKEL,,Sarfunkel,False,0755,https://onepiecewt100-2026.com/assets/faces-84x84/0755.png,polls/wt100_2026/0509_SARFUNKEL.png
509,POUND,,Pound,False,0951,https://onepiecewt100-2026.com/assets/faces-84x84/0951.png,polls/wt100_2026/0509_POUND.png
512,BRAHAM,,Braham,False,0291,https://onepiecewt100-2026.com/assets/faces-84x84/0291.png,polls/wt100_2026/0512_BRAHAM.png
513,NEKOZAEMON,,Nekozaemon,False,0915,https://onepiecewt100-2026.com/assets/faces-84x84/0915.png,polls/wt100_2026/0513_NEKOZAEMON.png
513,HARAMAKIKO (Anthropomorphized Zoro's haramaki)　,,,False,1413,https://onepiecewt100-2026.com/assets/faces-84x84/1413.png,polls/wt100_2026/0513_HARAMAKIKO_Anthropomorphized_Zoro_s_haramaki.png
515,PATTY,,Patty,False,0078,https://onepiecewt100-2026.com/assets/faces-84x84/0078.png,polls/wt100_2026/0515_PATTY.png
515,MINATOMO (East Blue),,Minatomo,False,1567,https://onepiecewt100-2026.com/assets/faces-84x84/1567.png,polls/wt100_2026/0515_MINATOMO_East_Blue.png
517,ISCAT,,Iscat,False,1501,https://onepiecewt100-2026.com/assets/faces-84x84/1501.png,polls/wt100_2026/0517_ISCAT.png
517,RICHIE,,Richie,False,0050,https://onepiecewt100-2026.com/assets/faces-84x84/0050.png,polls/wt100_2026/0517_RICHIE.png
519,S-SHARK,,S-Shark,False,1440,https://onepiecewt100-2026.com/assets/faces-84x84/1440.png,polls/wt100_2026/0519_S_SHARK.png
520,CAPONE PEZ,,Capone_Pez,False,0956,https://onepiecewt100-2026.com/assets/faces-84x84/0956.png,polls/wt100_2026/0520_CAPONE_PEZ.png
