chapter,volume,name,page,date
571,58.0,The Execution Platform,17,2010-01-25
572,58.0,The Times They Are A'Changin,17,2010-02-01
573,58.0,"The Name of This Era is ""Whitebeard""",17,2010-02-08
574,59.0,The Death of Portgaz D. Ace,17,2010-02-15
575,59.0,Voiceless Rage,15,2010-02-22
576,59.0,The Great Pirate Edward Newgate,17,2010-03-08
577,59.0,Outrageous Events One After Another,17,2010-03-15
578,59.0,A Gift for the New Era,19,2010-03-20
579,59.0,A Few Seconds of Courage,17,2010-03-29
580,59.0,The War's Conclusion,15,2010-04-05
581,59.0,Creeping Future,17,2010-04-19
582,59.0,Luffy and Ace,19,2010-04-26
583,59.0,Gray Ternimal,17,2010-05-10
584,59.0,Incident With Porchemy,17,2010-05-17
585,60.0,Brotherly Pact,19,2010-05-24
586,60.0,City of Stench,19,2010-05-31
587,60.0,I Will Never Run Away,19,2010-06-07
588,60.0,Sabo's Ocean,19,2010-06-14
589,60.0,Will Of The Winds,19,2010-06-28
590,60.0,My Little Brother,19,2010-07-05
591,60.0,Are You Sure About That?,19,2010-07-12
592,60.0,Cheer,19,2010-07-17
593,60.0,News,19,2010-07-26
594,60.0,Message,19,2010-08-02
595,61.0,The Pledge,19,2010-08-09
596,61.0,Spectrum,19,2010-08-23
597,61.0,3D2Y,19,2010-08-30
598,61.0,Two Years Later,24,2010-10-04
599,61.0,Nine Pirates,19,2010-10-09
600,61.0,Island of New Beginnings,19,2010-10-18
601,61.0,Romance Dawn For The New World,19,2010-10-25
602,61.0,Downward Ho!,17,2010-11-01
603,61.0,Keep That In Mind,17,2010-11-08
604,62.0,To The Deep Sea,19,2010-11-15
605,62.0,The Kraken and the Pirates,19,2010-11-29
606,62.0,Deep Sea Adventure,17,2010-12-06
607,62.0,"30,000 Feet Under the Sea",17,2010-12-13
608,62.0,Underwater Paradise,17,2010-12-20
609,62.0,Adventure On Fish-Man Island,19,2011-01-04
610,62.0,"Madam Sharley, Fortune-Teller",15,2011-01-17
611,62.0,Hody Jones,17,2011-01-24
612,62.0,Taken by the Shark They Saved,19,2011-01-31
613,62.0,Mermaid Princess of Shell Tower,17,2011-02-07
614,62.0,Too Late Now,17,2011-02-14
615,63.0,Mark-Mark Curse,17,2011-02-21
616,63.0,Anniversary for Revenge,17,2011-02-28
617,63.0,Incident at Coral Hill,17,2011-03-14
618,63.0,Proposal,19,2011-03-19
619,63.0,At the Forest of the Sea,17,2011-04-04
620,63.0,The Wonderful Amusement Park,17,2011-04-11
621,63.0,Otohime and Tiger,17,2011-04-18
622,63.0,The Sun Pirates,19,2011-04-25
623,63.0,Fisher Tiger the Pirate,19,2011-05-09
624,63.0,Queen Otohime,17,2011-05-16
625,63.0,Uninherited Will,19,2011-05-23
626,63.0,Neptune Brothers,19,2011-05-30
627,64.0,Thank You,19,2011-06-06
628,64.0,Spring Cleaning,19,2011-06-20
629,64.0,Former Warlord in the Way,19,2011-06-27
630,64.0,Getting Violent,19,2011-07-04
631,64.0,Conchcorde Plaza,19,2011-07-11
632,64.0,I Knew,19,2011-07-16
633,64.0,Friend or Foe,19,2011-08-01
634,64.0,"100,000 vs. 10",19,2011-08-08
635,64.0,So Scared I Ran Up to the Sky,19,2011-08-22
636,64.0,General from Futureland,19,2011-08-29
637,65.0,The Ancient Ark,19,2011-09-05
638,65.0,Escape-Hoshi,19,2011-09-12
639,65.0,Protect Everything,19,2011-09-17
640,65.0,Above Fish-Man Island,19,2011-09-26
641,65.0,What Are You?,19,2011-10-08
642,65.0,Lost All Face,19,2011-10-17
643,65.0,Phantom,19,2011-10-24
644,65.0,To Nothing,19,2011-10-31
645,65.0,Death Is Another Form of Revenge,19,2011-11-07
646,65.0,Frog,19,2011-11-21
647,66.0,"Stop, Noah",19,2011-11-28
648,66.0,The Road Toward the Sun,19,2011-12-05
649,66.0,The Dance of Breams and Plaices,19,2011-12-12
650,66.0,Two Changes to Be Aware Of,17,2011-12-19
651,66.0,A Voice From the New World,19,2012-01-04
652,66.0,A Premonition of Stormy Seas,17,2012-01-16
653,66.0,The Hero Hat,19,2012-01-23
654,66.0,A Gam of Whales,19,2012-01-30
655,66.0,Punk Hazard,19,2012-02-06
656,66.0,Adventure on the Burning Island,19,2012-02-13
657,67.0,Severed Head,17,2012-02-20
658,67.0,The Biscuits Room,19,2012-03-05
659,67.0,About My Torso,19,2012-03-12
660,67.0,"Trafalgar Law, Warlord of the Sea",19,2012-03-19
661,67.0,Lakeside Bandits,19,2012-03-26
662,67.0,Warlord Law Vs. Vice Admiral Smoker,19,2012-04-02
663,67.0,CC,19,2012-04-16
664,67.0,Master Caesar Clown,19,2012-04-23
665,67.0,Candy,17,2012-05-07
666,67.0,Yeti Cool Brothers,17,2012-05-14
667,67.0,Cool Fight,19,2012-05-21
668,68.0,Pirate Alliance,19,2012-05-28
669,68.0,Commence Operation,17,2012-06-04
670,68.0,Blizzard With a Chance of Slime,17,2012-06-11
671,68.0,Gas-Gas Fruit,17,2012-06-18
672,68.0,My Name Is Kin'emon!!,19,2012-07-02
673,68.0,Vergo and Joker,19,2012-07-09
674,68.0,The Observers,17,2012-07-14
675,68.0,I Call It Land of the Dead,19,2012-07-30
676,68.0,The Perfect Weapon of Mass Murder,19,2012-08-06
677,68.0,Counter Hazard!!,19,2012-08-20
678,68.0,Lobby of Laboratory Building A,17,2012-08-27
679,69.0,The G-5 Spirit,19,2012-09-03
680,69.0,G-5 Commander Vergo the Bamboo Demon,19,2012-09-10
681,69.0,Luffy vs. Master,19,2012-09-15
682,69.0,Puppet Master,19,2012-09-24
683,69.0,An Icy Woman,19,2012-10-06
684,69.0,"Don't Do It, Vegapunk",19,2012-10-15
685,69.0,My Name is Momonosuke,19,2012-10-22
686,69.0,The Snow-Woman in the Biscuits Room,19,2012-10-29
687,69.0,Wild Beast,19,2012-11-05
688,69.0,Mocha,19,2012-11-12
689,69.0,The Island That's There but Isn't There,19,2012-11-26
690,69.0,S.A.D.,19,2012-12-03
691,70.0,King of the Land of the Dead,21,2012-12-10
692,70.0,Assassins from Dressrosa,19,2012-12-17
693,70.0,Die for Me,17,2012-12-22
694,70.0,The Most Dangerous Man,17,2013-01-04
695,70.0,Leave It to Us!!!,19,2013-01-21
696,70.0,Alignment of Interests,19,2013-01-28
697,70.0,A Deal,19,2013-02-04
698,70.0,Enter Doflamingo,19,2013-02-09
699,70.0,Morning Edition,19,2013-02-25
700,70.0,His Momentum,19,2013-03-04
701,71.0,"Adventure in the Land of Love, Passion, and Toys",19,2013-03-11
702,71.0,Corrida Coliseum,15,2013-03-25
703,71.0,Waiting Room,19,2013-04-01
704,71.0,Lucy and the Statue of Kyros,19,2013-04-08
705,71.0,Maynard the Pursuer,19,2013-04-15
706,71.0,I Ain't Gonna Laugh at Ya,15,2013-04-22
707,71.0,Block B,17,2013-04-27
708,71.0,Coliseum of Scoundrels,15,2013-05-13
709,71.0,King Punch!!,19,2013-05-20
710,71.0,To Greenbit,19,2013-06-10
711,71.0,Adventure in the Land of the Little People,19,2013-06-17
712,72.0,Violet,19,2013-07-01
713,72.0,Usoland,19,2013-07-08
714,72.0,Lucy and Moocy,19,2013-07-13
715,72.0,The Battleground of Block C,19,2013-07-22
716,72.0,Don Chin Jao,19,2013-08-05
717,72.0,Dressrosa's Forgotten,19,2013-08-12
718,72.0,Riku Royal Army at the Flower Field,19,2013-08-26
719,72.0,"Open, Chin Jao",19,2013-09-02
720,72.0,Prison-Gladiators,19,2013-09-09
721,72.0,Rebecca and the Soldier,19,2013-09-14
722,73.0,Royal Bloodlines,19,2013-09-30
723,73.0,Change of Plans,19,2013-10-07
724,73.0,Law's Plan,19,2013-10-12
725,73.0,The Undefeated Woman,17,2013-10-21
726,73.0,The Riku Family,19,2013-11-02
727,73.0,The Hero's Ambush,19,2013-11-11
728,73.0,The Number of Tragedies,19,2013-11-18
729,73.0,Warlord Doflamingo vs. Warlord Law,17,2013-11-25
730,73.0,Three Cards,19,2013-12-09
731,73.0,Operation Dressrosa S.O.P.,19,2013-12-16
732,74.0,An Underground World,19,2013-12-21
733,74.0,What the Soldier Wants,19,2014-01-04
734,74.0,The Slicing Winds of Rommel,19,2014-01-20
735,74.0,Fujitora's Plan,19,2014-01-27
736,74.0,Supreme Officer Diamante,19,2014-02-03
737,74.0,Officer's Tower,19,2014-02-10
738,74.0,"Trebol Army, Special Officer Sugar",19,2014-02-24
739,74.0,Captain,19,2014-03-03
740,74.0,It's in Your Hands!!!,19,2014-03-10
741,74.0,Usoland the Liar,19,2014-03-17
742,74.0,Ever at Your Side,19,2014-03-31
743,75.0,Dressrosa Trembles,19,2014-04-07
744,75.0,Revolutionary Army Chief of Staff,19,2014-04-14
745,75.0,The Birdcage,19,2014-04-28
746,75.0,Stars,19,2014-05-12
747,75.0,Supreme Officer Pica,19,2014-05-19
748,75.0,Repaying the Debt,17,2014-05-26
749,75.0,"Onward, Gallery of Rogues!!",17,2014-06-02
750,75.0,Flashpoints,19,2014-06-23
751,75.0,Sabo vs. Admiral Fujitora,17,2014-06-30
752,75.0,Palm,17,2014-07-07
753,76.0,Battle,17,2014-07-19
754,76.0,Making Acquaintance,17,2014-07-28
755,76.0,A Man's World,17,2014-08-04
756,76.0,The Fourth Step,19,2014-08-11
757,76.0,Trump Card,17,2014-08-25
758,76.0,Just Keep Going,17,2014-09-01
759,76.0,Secret Plan,17,2014-09-08
760,76.0,The Same Bet,13,2014-09-13
761,76.0,The Op-Op Fruit,15,2014-09-22
762,76.0,The White Town,17,2014-10-06
763,76.0,Declaration of Humanity,17,2014-10-11
764,77.0,White Monster,19,2014-10-20
765,77.0,"Minion, the Isle of Fate",17,2014-10-27
766,77.0,Smile,17,2014-11-10
767,77.0,Cora,17,2014-11-17
768,77.0,The Trigger That Day,15,2014-11-22
769,77.0,Bellamy The Pirate,17,2014-12-01
770,77.0,The Spear of Elbaph,17,2014-12-15
771,77.0,"Sai, Don of the Happosui Army",19,2014-12-22
772,77.0,Cabbage & Lomeo,17,2015-01-05
773,77.0,Half 'n Half,19,2015-01-19
774,77.0,"Leo, Captain of the Tontatta Warriors",15,2015-01-26
775,77.0,To Russian With Love,19,2015-02-02
776,78.0,Hero of the Colosseum,19,2015-02-16
777,78.0,Zolo vs. Pica,19,2015-02-23
778,78.0,Tactics No. 5,19,2015-03-02
779,78.0,His Final Battle,19,2015-03-09
780,78.0,The Heart Curse,15,2015-03-23
781,78.0,Desire,19,2015-03-30
782,78.0,Champion of Evil,19,2015-04-06
783,78.0,In My Way,19,2015-04-13
784,78.0,Gear Four,19,2015-04-27
785,78.0,On Broken Legs,19,2015-05-11
786,79.0,Gyats,17,2015-05-18
787,79.0,Four Minutes Before,17,2015-05-25
788,79.0,My Battle,17,2015-06-01
789,79.0,LUCY!!,19,2015-06-08
790,79.0,Heaven and Earth,19,2015-06-22
791,79.0,Rubble,17,2015-06-29
792,79.0,On Hands and Knees,15,2015-07-06
793,79.0,Tiger and Dog,15,2015-07-13
794,79.0,Sabo's Adventure,15,2015-07-18
795,79.0,Suicide,17,2015-08-03
796,80.0,Soldier's Conviction,19,2015-08-10
797,80.0,Rebecca,17,2015-08-24
798,80.0,Heart,17,2015-08-31
799,80.0,Father and Sons,17,2015-09-07
800,80.0,Sons' Cups,17,2015-09-19
801,80.0,Opening Speech,17,2015-09-28
802,80.0,Zou,17,2015-10-05
803,80.0,Elephant Climbing,13,2015-10-10
804,80.0,Adventure in the Land Atop the Elephant's Back,17,2015-10-26
805,80.0,The Minks,17,2015-11-02
806,80.0,At Rightflank Fortress,17,2015-11-09
807,81.0,Ten Days Earlier,17,2015-11-21
808,81.0,Duke Dogstorm,17,2015-11-30
809,81.0,The Cat Viper,19,2015-12-07
810,81.0,The Twirly Hat Crew Arrives,17,2015-12-21
811,81.0,Roko,19,2016-01-04
812,81.0,"Capone ""Gang"" Bege",17,2016-01-18
813,81.0,Tea Party Invitation,17,2016-01-25
814,81.0,Let's Go See The Cat Viper,17,2016-02-01
815,81.0,Take Me with You!!,17,2016-02-08
816,81.0,Dog vs. Cat,17,2016-02-15
817,82.0,Raizo of the Mist,19,2016-02-29
818,82.0,Inside the Whale,17,2016-03-07
819,82.0,"Momonosuke, Heir to the Kozuki Clan",17,2016-03-14
820,82.0,Cats and Dogs Have a History,17,2016-03-19
821,82.0,Understood,19,2016-04-04
822,82.0,Descending the Elephant,17,2016-04-11
823,82.0,The World is Restless,17,2016-04-18
824,82.0,Whim,19,2016-04-25
825,82.0,Comic Strip,13,2016-05-09
826,82.0,0 and 4,17,2016-05-23
827,82.0,Totto Land,17,2016-05-30
828,83.0,1 and 2,17,2016-06-06
829,83.0,"Emperor of the Sea, Charlotte Linlin",18,2016-06-20
830,83.0,A Man You Can Bet On,17,2016-06-27
831,83.0,Adventure in the Mysterious Forest,17,2016-07-04
832,83.0,Kingdom of Germa,19,2016-07-16
833,83.0,Vinsmoke Judge,19,2016-07-25
834,83.0,My Dream,17,2016-08-01
835,83.0,Kingdom of Soul,19,2016-08-08
836,83.0,Lola's Vivre Card,15,2016-08-22
837,83.0,Luffy vs. Cracker the General,17,2016-08-29
838,83.0,Chobro,17,2016-09-05
839,84.0,I Owe You My Life!,17,2016-09-17
840,84.0,The Iron Mask,17,2016-09-26
841,84.0,To the East Blue,17,2016-10-03
842,84.0,The Power of a Full Stomach,15,2016-10-08
843,84.0,Vinsmoke Sanji,19,2016-10-24
844,84.0,Luffy vs. Sanji,17,2016-10-31
845,84.0,Forces of Rage,17,2016-11-07
846,84.0,Tamago Security,17,2016-11-21
847,84.0,Luffy and Big Mom,17,2016-11-28
848,84.0,Goodbye,19,2016-12-05
849,85.0,Chobro in the Land of Mirrors,17,2016-12-12
850,85.0,A Ray of Light,17,2016-12-26
851,85.0,Dog-End,17,2017-01-07
852,85.0,Germa's Failure,17,2017-01-16
853,85.0,Not Here,17,2017-01-30
854,85.0,What Are You Doing?,17,2017-02-06
855,85.0,Glurrgle!!!,17,2017-02-13
856,85.0,Liar,17,2017-02-20
857,85.0,Rook,17,2017-03-06
858,85.0,Meeting,19,2017-03-13
859,86.0,Emperor Assassination Plan,17,2017-03-18
860,86.0,10:00 Start,17,2017-03-27
861,86.0,Veteran Actor,17,2017-04-03
862,86.0,Cerebral,17,2017-04-17
863,86.0,The Honorable,19,2017-04-24
864,86.0,The Vinsmoke Massacre Plot,17,2017-05-08
865,86.0,"Hey, Mother",17,2017-05-15
866,86.0,Natural Born Destroyer,17,2017-05-29
867,86.0,Happy Birthday,17,2017-06-05
868,86.0,KX Launcher,17,2017-06-12
869,86.0,Castling,19,2017-06-19
870,87.0,Parting,17,2017-07-03
871,87.0,"You Can Do It, Caesar!!",17,2017-07-10
872,87.0,Thick and Fluffy,19,2017-07-15
873,87.0,Recipe For Disaster,17,2017-07-24
874,87.0,Be My Servant,19,2017-08-07
875,87.0,A Woman's Honor,17,2017-08-21
876,87.0,Pudding Coincidentally Appears!!,17,2017-08-28
877,87.0,Bittersweet,17,2017-09-04
878,87.0,Commander Pedro of the Mink Guardians,19,2017-09-16
879,87.0,"Big Mom's Sweet 3 General, Katakuri",17,2017-09-25
880,88.0,Zero Escape,17,2017-10-02
881,88.0,Wave Room,17,2017-10-07
882,88.0,Beyond the Emperor's Expectations,17,2017-10-23
883,88.0,Merienda,17,2017-10-30
884,88.0,Who Is That?,17,2017-11-06
885,88.0,I'm Brulee!!!,17,2017-11-13
886,88.0,Way of Life,19,2017-11-27
887,88.0,Someone Somewhere is Wishing for Your Happiness,17,2017-12-04
888,88.0,Lion,17,2017-12-11
889,88.0,Unfamiliar Mama,17,2017-12-25
890,89.0,Big Mom on the Ship,19,2018-01-04
891,89.0,They Believe in Me,17,2018-01-15
892,89.0,Threat Confirmed,17,2018-01-29
893,89.0,"Flampe, 36th Daughter of Charlotte",17,2018-02-05
894,89.0,12:05,17,2018-02-10
895,89.0,Luffy the Pirate vs. General Katakuri,17,2018-02-19
896,89.0,One Last Thing,17,2018-03-05
897,89.0,Pekoms's Cacao Island Escape Plan,17,2018-03-12
898,89.0,I Will Return,17,2018-03-19
899,89.0,The Final Fortress,17,2018-03-26
900,89.0,Bad End Musical,19,2018-04-02
901,90.0,Don't Let Even Death Stop You!!!,17,2018-04-16
902,90.0,End Roll,19,2018-04-23
903,90.0,Fifth Emperor,17,2018-05-02
904,90.0,Introducing the Revolutionary Army Captains,15,2018-05-14
905,90.0,What a Beautiful World,17,2018-05-28
906,90.0,Sacred Marijoa,17,2018-06-04
907,90.0,The Empty Throne,17,2018-06-11
908,90.0,The Reverie Begins,17,2018-06-18
909,90.0,Seppuku,17,2018-07-02
910,90.0,Onward to Wano,17,2018-07-09
911,91.0,Adventure in the Land of Samurai,19,2018-07-14
912,91.0,Amigasa Village,19,2018-07-23
913,91.0,The Crane Returns the Favor,17,2018-08-06
914,91.0,Okobore Town,17,2018-08-20
915,91.0,Bakura Town,17,2018-08-27
916,91.0,Wano Sumo,19,2018-09-03
917,91.0,Food Treasure Barge,17,2018-09-15
918,91.0,Luffytaro Returns the Favor,17,2018-09-22
919,91.0,The Ruins of Oden Castle,17,2018-10-01
920,91.0,For Love of Oden,17,2018-10-06
921,91.0,Shutenmaru,19,2018-10-22
922,92.0,Supreme Commander Kaido of the Animal Kingdom Pirates,17,2018-10-29
923,92.0,Emperor of the Sea Kaido vs. Luffy,17,2018-11-05
924,92.0,Huh,15,2018-11-12
925,92.0,Absence,17,2018-11-26
926,92.0,Excavation Labor Camp,17,2018-12-03
927,92.0,Otoko the Kamuro,15,2018-12-10
928,92.0,Introducing Komurasaki the Oiran,17,2018-12-22
929,92.0,"Shogun of Wano, Kurozumi Orochi",18,2019-01-07
930,92.0,Ebisu Town,17,2019-01-21
931,92.0,Soba Mask,17,2019-02-04
932,93.0,Shogun and Oiran,17,2019-02-09
933,93.0,A Warrior's Mercy,17,2019-02-18
934,93.0,Hyogoro The Flower,15,2019-02-25
935,93.0,Queen,17,2019-03-11
936,93.0,Sumo Inferno,17,2019-03-18
937,93.0,Gyukimaru on Bandit's Bridge,17,2019-03-25
938,93.0,A Woman's Secret,13,2019-04-01
939,93.0,The Old Leopard Never Forgets the Way,17,2019-04-15
940,93.0,Sparks of Rebellion,17,2019-04-22
941,93.0,The Star of Ebisu,17,2019-04-27
942,93.0,"Daimyo of Hakumai, Shimotsuki Yasuie",17,2019-05-13
943,94.0,SMILE,17,2019-05-27
944,94.0,Partner,17,2019-06-03
945,94.0,Olin,19,2019-06-10
946,94.0,Queen vs. Olin,17,2019-06-24
947,94.0,Queen's Gamble,17,2019-07-01
948,94.0,Introducing Kawamatsu the Kappa,17,2019-07-08
949,94.0,Mummy,19,2019-07-22
950,94.0,A Soldier's Dream,17,2019-07-29
951,94.0,Rampage,19,2019-08-05
952,94.0,Hiyori and Kawamatsu,17,2019-08-19
953,94.0,Once a Fox,17,2019-08-26
954,95.0,Like a Dragon Given Wings,15,2019-09-02
955,95.0,Enma,17,2019-09-14
956,95.0,Big News,17,2019-09-21
957,95.0,Ultimate,19,2019-09-30
958,95.0,The Promised Port,15,2019-10-07
959,95.0,Samurai,17,2019-10-21
960,95.0,Introducing Kozuki Oden,17,2019-10-28
961,95.0,The Mountain God Incident,17,2019-11-02
962,95.0,Daimyo and Vassals,13,2019-11-18
963,95.0,Becoming Samurai,17,2019-11-25
964,95.0,Oden’s Adventure,17,2019-12-02
965,96.0,The Kurozumi Clan's Plot,17,2019-12-16
966,96.0,Roger and Whitebeard,17,2019-12-23
967,96.0,Roger's Adventure,19,2020-01-04
968,96.0,Oden's Return,17,2020-01-20
969,96.0,Fool of a Lord,17,2020-01-27
970,96.0,Oden vs. Kaido,17,2020-02-03
971,96.0,Sentenced to Boil,17,2020-02-17
972,96.0,"I am Oden, And I Was Born to Boil",19,2020-02-22
973,96.0,The Kozuki Clan,17,2020-03-09
974,96.0,Onward to Onigashima!!,17,2020-03-16
975,,Kin'emon's Clever Trick,17,2020-03-23
976,,Begging Your Pardon!!!,19,2020-04-06
977,,The Party's Off!!!,17,2020-04-13
978,,Introducing the Tobi Roppo,17,2020-04-27
979,,Family Problem,17,2020-05-11
980,,Fighting Music,17,2020-05-25
981,,Joining the Fight,19,2020-06-08
