rank,name,points,our_character_id,is_variant,wiki_title
539,Hogback,,Hogback,False,Hogback
539,Marcus Mars,,Marcus_Mars,False,Marcus Mars
543,Ahho Zurako,,Ahho_Zurako,False,Ahho Zurako
543,Mounblutain,,,False,Mounblutain
543,Squard,,Squard,False,Squard
543,Tightrope Walking Funan Bros,,,False,Tightrope Walking Funan Bros
547,Erimaki Runners,,,False,Erimaki Runners
547,Riku Doldo III,,Riku_Doldo_III,False,Riku Doldo III
549,Baskerville,,Baskerville,False,Baskerville
549,Ham Burger,,Ham_Burger,False,Ham Burger
549,Kairo Kureyo,,Kairo_Kureyo,False,Kairo Kureyo
549,Russian,,Russian,False,Russian
553,Dragon Number Thirteen,,Dragon_Number_Thirteen,False,Dragon Number Thirteen
554,Minokoala,,Minokoala,False,Minokoala
555,Lulis,,Lulis,False,Lulis
556,Carrier Bat,,,False,Carrier Bat
556,Tibany,,Tibany,False,Tibany
558,Cowboy,,Kentauros,True,Cowboy
558,Kasa,,Kasa,False,Kasa
558,Minotaurus,,Minotaurus,False,Minotaurus
558,Taroimo,,Taroimo,False,Taroimo
562,Albion,,Albion,False,Albion
562,Amazon,,Amazon,False,Amazon
564,Charlotte Opera,,Charlotte_Opera,False,Charlotte Opera
565,Aggie 68,,Aggie_68,False,Aggie 68
565,Blue Gorilla,,Gorilla,True,Blue Gorilla
565,Komatori,,,False,Komatori
565,Mr. 13,,Mr._13,False,Mr. 13
565,Rosward Rosward,,Rosward_Rosward,False,Rosward Rosward
570,Drophy (Miss Merry Christmas),,Drophy,False,Drophy (Miss Merry Christmas)
571,Charlotte Nusstorte,,Charlotte_Nusstorte,False,Charlotte Nusstorte
571,Chuchun,,Chuchun,False,Chuchun
571,Jigoro,,Jigoro,False,Jigoro
571,Unigaro,,Unigaro,False,Unigaro
575,Jean Bart,,Jean_Bart,False,Jean Bart
575,Minister of the Left,,Minister_of_the_Left,False,Minister of the Left
575,Sham,,Sham,False,Sham
578,Chocolat,,,False,Chocolat
578,Nazu Ketagari,,,False,Nazu Ketagari
578,Risky Brothers,,Risky_Brothers,False,Risky Brothers
581,Gotti,,Gotti,False,Gotti
581,Ryuboshi,,Ryuboshi,False,Ryuboshi
583,Abdullah,,Abdullah,False,Abdullah
583,Saru,,Saru,False,Saru
585,Hasami,,Hasami,False,Hasami
585,Sam,,Sam,False,Sam
585,Stronger,,Stronger,False,Stronger
588,Cancer,,Cancer,False,Cancer
588,Ginrummy,,Ginrummy,False,Ginrummy
588,Mornin,,Mornin,False,Mornin
588,Sansuke Octopus,,,False,Sansuke Octopus
588,Stalker,,Stalker,False,Stalker
593,Busha,,,False,Busha
593,Dagama,,Dagama,False,Dagama
593,Jerry,,Jerry,False,Jerry
593,Moon Isaac Jr.,,Moon_Isaac_Jr.,False,Moon Isaac Jr.
597,Banchina,,Banchina,False,Banchina
597,Charlotte Cinnamon,,Charlotte_Cinnamon,False,Charlotte Cinnamon
599,Giovanni,,Giovanni,False,Giovanni
599,Omakeko (Humanized Kogatana),,,False,Omakeko (Humanized Kogatana)
601,Charlotte Nutmeg,,,False,Charlotte Nutmeg
601,Kotori,,,False,Kotori
601,Manticore,,,False,Manticore
601,Motobaro,,Motobaro,False,Motobaro
601,Yoshimoto,,Yoshimoto,False,Yoshimoto
606,Bunny Joe,,Bunny_Joe,False,Bunny Joe
606,Marie,,Marie,False,Marie
606,Rokkaku,,Rokkaku,False,Rokkaku
609,Brontosaurus,,Brontosaurus,False,Brontosaurus
609,Kakukaku,,Kakukaku,False,Kakukaku
609,Mousse,,Mousse,False,Mousse
612,Amadob,,Amadob,False,Amadob
612,Baburu,,Baburu,False,Baburu
612,Roshio,,Roshio,False,Roshio
615,Clione,,Clione,False,Clione
615,Donquixote Homing,,Donquixote_Homing,False,Donquixote Homing
615,Gina,,Gina,False,Gina
615,Napoleon,,Napoleon,False,Napoleon
615,Sweet Pea,,Sweet_Pea,False,Sweet Pea
620,Ikaros Much,,Ikaros_Much,False,Ikaros Much
620,Minister of the Right,,Minister_of_the_Right,False,Minister of the Right
622,Dalmatian,,Dalmatian,False,Dalmatian
622,Hammond,,Hammond,False,Hammond
624,Charlotte Yuen,,Charlotte_Yuen,False,Charlotte Yuen
624,Uni,,Uni,False,Uni
626,Snow Queen,,Queen,True,Snow Queen
627,Alpacaman,,Alpacaman,False,Alpacaman
627,Chess,,Chess,False,Chess
627,Nanday,,Nanday,False,Nanday
627,Speed Jiru,,Speed_Jiru,False,Speed Jiru
627,Splash,,Splatter,False,Splash
632,Carmel,,Carmel,False,Carmel
632,Gyoru,,Gyoru,False,Gyoru
632,Kuroobi,,Kuroobi,False,Kuroobi
632,Kyuin,,Kyuin,False,Kyuin
632,Motzel,,Motzel,False,Motzel
637,Buchi,,Buchi,False,Buchi
637,Capote,,Capote,False,Capote
637,Snow Birds,,,False,Snow Birds
640,Fighting Fish,,,False,Fighting Fish
640,Kentauros,,Kentauros,True,Kentauros
640,Terracotta,,Terracotta,False,Terracotta
640,Yamenahare,,Yamenahare,False,Yamenahare
644,Bluejam,,Bluejam,False,Bluejam
644,Buffalo,,Buffalo,False,Buffalo
644,Dobby Ibadonbo,,Dobby_Ibadonbo,False,Dobby Ibadonbo
644,Sheepshead,,Sheepshead,False,Sheepshead
648,Carne,,Carne,False,Carne
648,Hustle,,Hustle,False,Hustle
648,Jeet,,Jeet,False,Jeet
648,Milo,,Milo,False,Milo
648,Zepo,,Zepo,False,Zepo
653,Babe (Mr. 4),,Babe,False,Babe (Mr. 4)
653,Doberman,,Doberman,False,Doberman
653,Slave no. 3,,Galdino,True,Chapter 908
653,Yama,,Yama,False,Yama
653,Yoruko (Humanized Yoru),,,False,Yoruko (Humanized Yoru)
658,Kaneshiro,,Kaneshiro,False,Kaneshiro
658,Kingdew,,Kingdew,False,Kingdew
658,Lip Doughty,,Lip_Doughty,False,Lip Doughty
658,Roxanne,,Roxanne,False,Roxanne
658,Terry,,Terry,False,Terry
658,Topman Warcury,,Topman_Warcury,False,Topman Warcury
658,Warusagi Birds,,,False,Warusagi Birds
665,Hihimaru,,Hihimaru,False,Hihimaru
665,McKinley,,McKinley,False,McKinley
665,Third-Rate Underling,,,False,SMILE Factory#Workers
668,Charlotte Raisin,,Charlotte_Raisin,False,Charlotte Raisin
668,Curiel,,Curiel,False,Curiel
668,Holed'em,,Holed'em,False,Holed'em
668,Kamijiro,,Kamijiro,False,Kamijiro
668,Splatter,,Splatter,True,Splatter
668,Tilestone,,Tilestone,False,Tilestone
668,Yamakaji,,Yamakaji,False,Yamakaji
675,Charlotte Anana,,Charlotte_Anana,False,Charlotte Anana
675,Diez Barrels,,Diez_Barrels,False,Diez Barrels
675,Ichika,,,False,Ichika
675,Kisegawa,,Kisegawa,False,Kisegawa
675,Manboshi,,Manboshi,False,Manboshi
675,Nerine,,Nerine,False,Nerine
675,Tamagon,,Tamagon,False,Tamagon
682,Blackback,,Blackback,False,Blackback
682,Daruma,,Daruma,False,Daruma
682,Hatcha,,Hatcha,False,Hatcha
682,Lacroix,,Lacroix,False,Lacroix
682,Marin,,Marin,False,Marin
682,Porchemy,,Porchemy,False,Porchemy
688,Mukkashimi Tower,,Mukkashimi_Tower,False,Mukkashimi Tower
689,Charlotte Snack,,Charlotte_Snack,False,Charlotte Snack
689,Fishbonen,,Fishbonen,False,Fishbonen
689,Gambia,,Gambia,False,Gambia
689,Humphrey,,Humphrey,False,Humphrey
689,Jorge,,Jorge,False,Jorge
689,Kinderella (Miss Universe),,Kinderella,False,Kinderella (Miss Universe)
689,Kuromarimo,,Kuromarimo,False,Kuromarimo
689,Minorhinoceros,,Minorhinoceros,False,Minorhinoceros
689,Miss Friday,,Miss_Friday,False,Miss Friday
689,Sea Boar,,Sea_Boar,False,Sea Boar
689,Torasaburo,,Torasaburo,False,Torasaburo
700,Asahija,,Asahija,False,Asahija
700,Buckingham Stussy,,Buckingham_Stussy,False,Buckingham Stussy
700,Gazelleman,,Gazelleman,False,Gazelleman
700,Hamburg,,Hamburg,False,Hamburg
700,Kashigami,,Kashigami,False,Kashigami
700,Peterman,,Peterman,False,Peterman
706,Antonio,,Antonio,False,Antonio
706,Atmos,,Atmos,False,Atmos
706,Charlotte Compote,,Charlotte_Compote,False,Charlotte Compote
706,Den,,Den,False,Den
706,Genbo,,Genbo,False,Genbo
706,Hiramera,,Hiramera,False,Hiramera
706,Jean Ango,,Jean_Ango,False,Jean Ango
713,Daifugo,,Daifugo,False,Daifugo
713,Flapper,,Flapper,False,Flapper
713,Mihar,,Mihar,False,Mihar
713,Shanba,,Shanba,False,Shanba
713,Speedy Shrimp,,,False,Speedy Shrimp
713,Stomp,,Kentauros,True,Stomp
713,Wanizame,,,False,Wanizame
720,Ishigo Shitemanna,,Ishigo_Shitemanna,False,Ishigo Shitemanna
720,Nefertari Titi,,Nefertari_Titi,False,Nefertari Titi
720,Rug Bear,,,False,Rug Bear
723,Acilia,,Acilia,False,Acilia
723,Bomba (Dwarf),,Bomba,False,Bomba
723,Farul,,Farul,False,Farul
723,Gyaro,,Gyaro,False,Gyaro
723,Nugire Yainu,,Nugire_Yainu,False,Nugire Yainu
723,Sandora Catfish,,,False,Sandora Catfish
723,Shin Jaiya,,Shin_Jaiya,False,Shin Jaiya
730,Daisy,,Daisy,False,Daisy
730,Kelly Funk,,Kelly_Funk,False,Kelly Funk
730,Machvise,,Machvise,False,Machvise
730,Scotch (Beasts Pirates),,Scotch,False,Scotch (Beasts Pirates)
730,Sea Ants,,,False,Animal Species/Whole Cake Island Saga#Ants
730,Tsukimi,,Tsukimi,False,Tsukimi
736,Decalvan Brothers,,Decalvan_Brothers,False,Decalvan Brothers
736,Devil Dias,,Devil_Dias,False,Devil Dias
736,Giberson,,Giberson,False,Giberson
736,Gode,,Gode,False,Gode
736,Humandrill,,,False,Humandrill
736,Masukeredomo Goayu Birds,,,False,Masukeredomo Goayu Birds
736,Miyagi,,Miyagi,False,Miyagi
736,Panda Shark,,Megalo,True,Panda Shark
736,Yarisugi,,Yarisugi,False,Yarisugi
745,Armored Stonefish,,,False,Armored Stonefish
745,Hocker,,Hocker,False,Hocker
745,Kikyo,,Kikyo,False,Kikyo
745,Kinga,,Kinga,False,Kinga
745,Miss Catherina,,Miss_Catherina,False,Miss Catherina
745,Mountain God,,Mountain_God,False,Mountain God
745,Samurai Batts,,Samurai_Batts,False,Samurai Batts
745,Stansen,,Stansen,False,Stansen
745,Urashima,,Urashima,False,Urashima
745,Wany,,Wany,False,Wany
745,Yui,,Yui,False,Yui
756,Belladonna,,Belladonna,False,Belladonna
756,Bian,,Bian,False,Bian
756,Coribou,,Coribou,False,Coribou
756,Dobon,,Dobon,False,Dobon
756,Hyouzou,,Hyouzou,False,Hyouzou
756,Ipponume,,Ipponume,False,Ipponume
756,Kumate Tribe,,,False,Kumate Tribe
756,Moodie,,Moodie,False,Moodie
756,North Bird,,,False,North Bird
756,Okome,,Okome,False,Okome
756,Poppy,,Poppy,False,Poppy
756,Ririka,,Ririka,False,Ririka
756,Sea Hippo,,,False,Sea Hippo
756,Very Good,,Very_Good,False,Very Good
756,Yomo,,Yomo,False,Yomo
771,Hildon,,Hildon,False,Hildon
771,Jacksonbanner,,Jacksonbanner,False,Jacksonbanner
771,Mizuta Mawaritosuki,,Mizuta_Mawaritosuki,False,Mizuta Mawaritosuki
771,Octopako,,Octopako,False,Octopako
771,Seamars,,Seamars,False,Seamars
771,Solitaire,,Solitaire,False,Solitaire
779,A O,,A_O,False,A O
779,Ahho Desunen IX,,Ahho_Desunen_IX,False,Ahho Desunen IX
779,Charlotte Cornstarch,,Charlotte_Cornstarch,False,Charlotte Cornstarch
779,Lily,,Lily,False,Lily
779,Tamachibi,,Tamachibi,False,Tamachibi
784,Akehende,,Akehende,False,Akehende
784,Blenheim,,Blenheim,False,Blenheim
784,Charlotte Moscato,,Charlotte_Moscato,False,Charlotte Moscato
784,Cho,,Cho,False,Cho
784,Gancho,,Gancho,False,Gancho
784,Ideaman,,Ideaman,False,Ideaman
784,Komashika,,,False,Komashika
784,Oimo,,Oimo,False,Oimo
792,An Zengaiina,,An_Zengaiina,False,An Zengaiina
792,Banchi,,Banchi,False,Banchi
792,Bao,,,False,Bao
792,Comil,,Comil,False,Comil
792,Island Eater,,Island_Eater,False,Island Eater
792,Jaygarcia Saturn,,Jaygarcia_Saturn,False,Jaygarcia Saturn
792,Karma,,Karma,False,Karma
792,Koda,,Koda,False,Koda
792,Matryosaka,,Matryo_Princesses,False,Matryosaka
792,Matryoseka,,Matryo_Princesses,True,Matryoseka
792,Matryosoka,,Matryo_Princesses,True,Matryosoka
792,Matryosuka,,Matryo_Princesses,True,Matryosuka
792,Spandine,,Spandine,False,Spandine
792,Take,,Take,False,Take
792,Tegata Ringana,,Tegata_Ringana,False,Tegata Ringana
804,Azuki,,Azuki,False,Azuki
804,Bobomba,,Bobomba,False,Bobomba
804,Chabo,,Chabo,False,Chabo
804,Charlotte Akimeg,,,False,Charlotte Akimeg
804,Charlotte Anglais,,Charlotte_Anglais,False,Charlotte Anglais
804,Dirt Boss,,Dirt_Boss,False,Dirt Boss
804,Drug Peclo,,Drug_Peclo,False,Drug Peclo
804,Hitsugisukan,,Hitsugisukan,False,Hitsugisukan
804,Hyota,,Barrel,True,Hyota
804,Kurotsuru,,Kurotsuru,False,Kurotsuru
804,Magra,,Magra,False,Magra
804,Nako,,Nako,False,Nako
804,Noble Croc,,Noble_Croc,False,Noble Croc
804,Pansy,,Pansy,False,Pansy
804,Peachbeard,,Peachbeard,False,Peachbeard
804,Yellow Great Rhinoceros Beetle,,,False,Yellow Great Rhinoceros Beetle
820,Ahiru,,Ahiru,False,Ahiru
820,Galaxy,,Galaxy,False,Galaxy
820,Hotei,,Hotei,False,Hotei
820,Inhel,,Inhel,False,Inhel
820,John Giant,,John_Giant,False,John Giant
820,Kashii,,Kashii,False,Kashii
820,Kurozumi Higurashi,,Kurozumi_Higurashi,False,Kurozumi Higurashi
820,Ninth,,Ninth,False,Ninth
820,Rivers,,Rivers,False,Rivers
820,Sandora Lizard,,,False,Sandora Lizard
820,Sanka,,,False,Sanka
820,Sapi,,Sapi,False,Sapi
820,Yuda,,,False,Yuda
833,Ankoro,,Ankoro,False,Ankoro
833,Arrow,,Barrel,True,Arrow
833,Basilisk,,Basilisk,False,Basilisk
833,Boo,,Boo,False,Boo
833,Charlotte Kato,,Charlotte_Kato,False,Charlotte Kato
833,Eastern Bird,,,False,Eastern Bird
833,Gaburu,,Gaburu,False,Gaburu
833,Haritsu Kendiyo,,Haritsu_Kendiyo,False,Haritsu Kendiyo
833,Macro (Automaton),,Macro,False,Macro (Automaton)
833,Muchana,,Muchana,False,Muchana
833,Pandora,,Pandora,False,Pandora
833,Sphinx (Impel Down),,Sphinx,False,Sphinx (Impel Down)
833,Tararan,,Tararan,False,Tararan
846,Cocox,,Cocox,False,Cocox
846,Coffee Monkeys,,,False,Coffee Monkeys
846,Egana,,Egana,False,Egana
846,Enishida,,Enishida,False,Enishida
846,Gorobe,,Gorobe,False,Gorobe
846,Hanger,,Hanger,False,Hanger
846,Mororon,,Mororon,False,Mororon
846,Pickles,,Pickles,False,Pickles
846,Spartan,,Spartan,False,Spartan
846,Ultraking,,Ultraking,False,Ultraking
857,Aswa,,Aswa,False,Aswa
857,Francois,,Francois,False,Francois
857,Goldfish Princess,,Goldfish_Princess,False,Goldfish Princess
857,Jigoku Benten,,Jigoku_Benten,False,Jigoku Benten
857,Mani,,Mani,False,Mani
857,Meadows,,Meadows,False,Meadows
857,Mizuta Madaisuki,,Mizuta_Madaisuki,False,Mizuta Madaisuki
857,Mummy Mee,,Mummy_Mee,False,Mummy Mee
857,Nin,,,False,Nin
857,Papaneel,,Papaneel,False,Papaneel
857,Rolling Logan,,Rolling_Logan,False,Rolling Logan
857,Run,,Run,False,Run
857,Tama (Sphinx),,Tama,True,Tama (Sphinx)
857,Taro,,Taro,False,Taro
857,Terry Gilteo,,Terry_Gilteo,False,Terry Gilteo
857,Western Bird,,,False,Western Bird
873,Adele,,Adele,False,Adele
873,Choi,,Choi,False,Choi
873,Esta,,Esta,False,Esta
873,Fukurokuju,,Fukurokuju,False,Fukurokuju
873,Goo,,Goo,False,Goo
873,Hewitt,,Hewitt,False,Hewitt
873,Judy,,Judy,False,Judy
873,Kagikko,,Kagikko,False,Kagikko
873,Konbu,,Konbu,False,Konbu
873,Lonz,,Lonz,False,Lonz
873,Mr. Shimizu,,Mr._Shimizu,False,Mr. Shimizu
873,Shirora,,,False,Shirora
873,Époni,,Époni,False,Époni
886,Blue Fan,,Blue_Fan,False,Blue Fan
886,Bobby Funk,,Bobby_Funk,False,Bobby Funk
886,Busshiri,,Busshiri,False,Busshiri
886,Catacombo,,Catacombo,False,Catacombo
886,Charlotte Melise,,Charlotte_Melise,False,Charlotte Melise
886,Giolla,,Giolla,False,Giolla
886,Kinoko,,Kinoko,False,Kinoko
886,Lacuba,,Lacuba,False,Lacuba
886,Maujii,,Maujii,False,Maujii
886,Seagull Guns Nozdon,,Seagull_Guns_Nozdon,False,Seagull Guns Nozdon
896,Acrobatic Fuwas,,,False,Acrobatic Fuwas
896,Elmy,,Elmy,False,Elmy
896,Hippo Gentleman,,Hippo_Gentleman,False,Hippo Gentleman
896,Kiev,,Kiev,False,Kiev
896,Palms,,Palms,False,Palms
896,Pisaro,,Pisaro,False,Pisaro
896,Ross,,Ross,False,Ross
896,Sarie Nantokanette,,Sarie_Nantokanette,False,Sarie Nantokanette
896,Sea Bear,,,False,Sea Bear
896,Sunbell,,Sunbell,False,Sunbell
896,Unicorn,,,False,Unicorn
896,Usakkov,,Usakkov,False,Usakkov
896,Wolf Unit,,,False,Wolf Unit
909,Agyo,,Agyo,False,Agyo
909,Charlotte Tablet,,Charlotte_Tablet,False,Charlotte Tablet
909,Forest Boss,,Forest_Boss,False,Forest Boss
909,Grabar,,Grabar,False,Grabar
909,Gram,,Gram,False,Gram
909,Kadar,,Kadar,False,Kadar
909,Koze,,Packy,False,Koze
909,Mashikaku,,Mashikaku,False,Mashikaku
909,Nitro,,Nitro,False,Nitro
909,Puzzle Scorpions,,,False,Puzzle Scorpions
909,Shandia Chief,,Shandia_Chief,False,Shandia Chief
909,Tokijiro,,Tokijiro,False,Tokijiro
909,Uholisia,,Uholisia,False,Uholisia
909,Utan Divers,,Utan_Divers,False,Utan Divers
909,Yonka,,,False,Yonka
924,Bankuro,,Bankuro,False,Bankuro
924,Bushon,,Bushon,False,Bushon
924,Charlotte Panna,,Charlotte_Panna,False,Charlotte Panna
924,Cosmo,,Cosmo,False,Cosmo
924,Donovan,,Donovan,False,Donovan
924,Fillonce,,Fillonce,False,Fillonce
924,Goldberg,,Goldberg,False,Goldberg
924,MAX Marx,,MAX_Marx,False,MAX Marx
924,Mikazuki,,Mikazuki,False,Mikazuki
924,Mr. Love,,Mr._Love,False,Mr. Love
924,Omasa,,Omasa,False,Omasa
924,Pellini,,Pellini,False,Pellini
924,Poro,,Poro,False,Poro
937,Beer VI,,Beer_VI,False,Beer VI
937,Bizarre,,Bizarre,False,Bizarre
937,Charlotte Hachée,,Charlotte_Hachée,False,Charlotte Hachée
937,Charlotte Harumeg,,,False,Charlotte Harumeg
937,Charlotte Newshi,,Charlotte_Decuplets,False,Charlotte Newshi
937,Chesskippa,,Chesskippa,False,Chesskippa
937,Dago,,Dago,False,Dago
937,Ducky Bree,,Ducky_Bree,False,Ducky Bree
937,Footbianco,,Footbianco,False,Footbianco
937,Jibuemon,,Jibuemon,False,Jibuemon
937,Kairen,,Kairen,False,Kairen
937,Kurozumi Semimaru,,Kurozumi_Semimaru,False,Kurozumi Semimaru
937,Kyuji,,Kyuji,False,Kyuji
937,Kyukyu,,Kyukyu,False,Kyukyu
937,Lu Feld,,Lu_Feld,False,Lu Feld
937,Maria Napole,,Maria_Napole,False,Maria Napole
937,Mash,,Octopus_Mash,False,Mash
937,Mochi,,Mochi,False,Mochi
937,Monjii,,Monjii,False,Monjii
937,Mozambia,,Mozambia,False,Mozambia
937,Mr. Mellow,,Mr._Mellow,False,Mr. Mellow
937,Mr. Momora,,Mr._Momora,False,Mr. Momora
937,Ottoland,,Ottoland,False,Ottoland
937,Outlook III,,Outlook_III,False,Outlook III
937,Pink Hornet,,,False,Pink Hornet
937,Roddy,,Roddy,False,Roddy
937,Rowing,,Rowing,False,Rowing
937,Stevie,,Stevie,False,Stevie
937,Superhuman Domingos,,,False,Superhuman Domingos
937,Thalassa Lucas,,Thalassa_Lucas,False,Thalassa Lucas
965,Ally,,Ally,False,Ally
965,Chappe,,Chappe,False,Chappe
965,Charlotte Allmeg,,,False,Charlotte Allmeg
965,Charlotte Joscarpone,,Charlotte_Joscarpone,False,Charlotte Joscarpone
965,Chess Soldiers,,,False,Homies
965,Chiya,,Chiya,False,Chiya
965,Delacuaji,,Delacuaji,False,Delacuaji
965,Doringo,,Doringo,False,Doringo
965,Goro,,Goro,False,Goro
965,Ho,,Ho,False,Ho
965,Jalmack,,Jalmack,False,Jalmack
965,Kaku (Wano),,Kaku,True,Kaku (Wano)
965,Kappa,,Kappa,False,Kappa
965,Marilyn,,Marilyn,False,Marilyn
965,Minozebra,,Minozebra,False,Minozebra
965,Mountain Ricky,,Mountain_Ricky,False,Mountain Ricky
965,Mouseman,,Mouseman,False,Mouseman
965,Potsun,,Potsun,False,Potsun
965,Raijin,,Raijin,False,Raijin
965,Schollzo,,Schollzo,False,Schollzo
965,Sind,,Sind,False,Sind
965,Spider Mice,,,False,Spider Mice
965,Suke,,Suke,False,Suke
965,Zotto,,Zotto,False,Zotto
989,Arthur,,Arthur,False,Arthur
989,Big Pan,,Big_Pan,False,Big Pan
989,Bingo,,Bingo,False,Bingo
989,Biyo,,Biyo,False,Biyo
989,CB Gallant,,CB_Gallant,False,CB Gallant
989,Candre,,Candre,False,Candre
989,Charlotte Marble,,Charlotte_Marble,False,Charlotte Marble
989,Charlotte Mascarpone,,Charlotte_Mascarpone,False,Charlotte Mascarpone
989,Charlotte Newgo,,,False,Charlotte Newgo
989,Charlotte Newichi,,Charlotte_Decuplets,True,Charlotte Newichi
989,Charlotte Saint-Marc,,Charlotte_Saint-Marc,False,Charlotte Saint-Marc
989,Disco,,Disco,False,Disco
989,Donquino,,Donquino,False,Donquino
989,Eleven Righteous Jurors,,,False,Guilty Jury
989,Epoida,,Epoida,False,Epoida
989,Herb,,Herb,False,Herb
989,Koala Mercenaries,,Koala_Mercenaries,False,Koala Mercenaries
989,Kop,,Kop,False,Kop
989,Kumagoro,,Kumagoro,False,Kumagoro
989,Lady Tree,,Lady_Tree,False,Lady Tree
989,Lines,,Lines,False,Lines
989,Maidy,,Maidy,False,Maidy
989,Okame,,Okame,False,Okame
989,Petermoo,,Petermoo,False,Petermoo
989,Puppu,,Puppu,False,Puppu
989,Ramba,,Ramba,False,Ramba
989,Road,,Road,False,Road
989,Roche,,Roche,False,Roche
989,Rush,,Rush,False,Rush
989,Tank Lepanto,,Tank_Lepanto,False,Tank Lepanto
989,Vitan,,Vitan,False,Vitan
1020,Andre,,Andre,False,Andre
1020,Barrel,,Barrel,True,Barrel
1020,Bimine,,Bimine,False,Bimine
1020,Charlotte Cabaletta,,Charlotte_Cabaletta,False,Charlotte Cabaletta
1020,Charlotte Effilée,,Charlotte_Effilée,False,Charlotte Effilée
1020,Charlotte Fuyumeg,,,False,Charlotte Fuyumeg
1020,Charlotte Gala,,,False,Charlotte Gala
1020,Daikon,,Daikon,False,Daikon
1020,F-Wani,,,False,F-Wani
1020,Fuza,,Fuza,False,Fuza
1020,Gyoro,,,False,Gyoro
1020,Hack (Archaeologist),,Hack,True,Hack (Archaeologist)
1020,Islewan,,Islewan,False,Islewan
1020,Jean Goen,,Jean_Goen,False,Jean Goen
1020,Jean Noueilles,,Jean_Noueilles,False,Jean Noueilles
1020,Julius,,Julius,False,Julius
1020,Kazekage,,Kazekage,False,Kazekage
1020,Kebi,,Kebi,False,Kebi
1020,Komadane,,,False,Komadane
1020,Madilloman,,Madilloman,False,Madilloman
1020,Mr. 11,,Mr._11,False,Mr. 11
1020,Nubon,,Nubon,False,Nubon
1020,Packy,,Packy,True,Packy
1020,Pavlik,,Pavlik,False,Pavlik
1020,Sarutobi,,Sarutobi,False,Sarutobi
1020,Sea Rabbit,,,False,Sea Rabbit
1020,Shioyaki,,Shioyaki,False,Shioyaki
1020,Smooge,,Smooge,False,Smooge
1020,Tsunokkov,,Tsunokkov,False,Tsunokkov
1020,Uzu,,Uzu,False,Uzu
1020,Yatappe,,Yatappe,False,Yatappe
1020,Yazaemon,,Yazaemon,False,Yazaemon
1052,Akumai,,Akumai,False,Akumai
1052,Baggaley,,Baggaley,False,Baggaley
1052,Baxcon,,Baxcon,False,Baxcon
1052,Bishamon,,Bishamon,False,Bishamon
1052,Brew,,Brew,False,Brew
1052,Charlotte Bavarois,,Charlotte_Bavarois,False,Charlotte Bavarois
1052,Charlotte Dolce,,Charlotte_Dragée,False,Charlotte Dolce
1052,Charlotte Joconde,,Charlotte_Joconde,False,Charlotte Joconde
1052,Charlotte Mondée,,Charlotte_Mondée,False,Charlotte Mondée
1052,Charlotte Newji,,,False,Charlotte Newji
1052,Charlotte Noisette,,Charlotte_Noisette,False,Charlotte Noisette
1052,Fen Bock,,Fen_Bock,False,Fen Bock
1052,Fujin,,Fujin,False,Fujin
1052,Great Michael,,Great_Michael,False,Great Michael
1052,Hangan,,Hangan,False,Hangan
1052,Hanji,,Hanji,False,Hanji
1052,Isa,,Isa,False,Isa
1052,Kuni,,Kuni,False,Kuni
1052,Macro (Fish-man),,Macro,True,Macro (Fish-man)
1052,Millet Pine,,Millet_Pine,False,Millet Pine
1052,Monda,,Monda,False,Monda
1052,Moyle,,Moyle,False,Moyle
1052,Nigeratta,,Nigeratta,False,Nigeratta
1052,Rampo,,Rampo,False,Rampo
1052,Reforte,,Reforte,False,Reforte
1052,Roji,,Roji,False,Roji
1052,Sancrin,,Sancrin,False,Sancrin
1052,Sharinguru,,Sharinguru,False,Sharinguru
1052,Tansui,,Tansui,False,Tansui
1052,Zucca,,Zucca,False,Zucca
1082,Agotogi,,Agotogi,False,Agotogi
1082,Ammo Knights,,,False,Ammo Knights
1082,Brocca,,Brocca,False,Brocca
1082,Bungo,,Bungo,False,Bungo
1082,Byron,,Byron,False,Byron
1082,Cands,,Cands,False,Cands
1082,Charlotte Angel,,Charlotte_Angel,False,Charlotte Angel
1082,Charlotte Dacquoise,,Charlotte_Dacquoise,False,Charlotte Dacquoise
1082,Charlotte Newsan,,Charlotte_Decuplets,True,Charlotte Newsan
1082,Charlotte Normande,,Charlotte_Normande,False,Charlotte Normande
1082,Charlotte Wafers,,Charlotte_Wafers,False,Charlotte Wafers
1082,Colscon,,Colscon,False,Colscon
1082,Corgi,,Corgi,False,Corgi
1082,Damask,,Damask,False,Damask
1082,Doran,,Doran,False,Doran
1082,Dosun,,Dosun,False,Dosun
1082,Ganryu (Roger Pirates),,Ganryu,False,Ganryu (Roger Pirates)
1082,Hanzo,,Hanzo,False,Hanzo
1082,Hocha,,Hocha,False,Hocha
1082,Ibusu,,Ibusu,False,Ibusu
1082,Jigra,,Jigra,False,Jigra
1082,Kinokobito,,,False,Kinokobito
1082,Rint,,Rint,False,Rint
1082,Royder,,Royder,False,Royder
1082,Sea Lion,,,False,Sea Lion
1082,WCI 31,,,False,WCI 31
1082,Yurikah,,Yurikah,False,Yurikah
1082,Zadie,,Zadie,False,Zadie
1110,Blondie,,Blondie,False,Blondie
1110,Bongo,,Bongo,False,Bongo
1110,Charlotte Cadenza,,Charlotte_Cadenza,False,Charlotte Cadenza
1110,Charlotte Chiboust,,Charlotte_Chiboust,False,Charlotte Chiboust
