rank,tier,score,id,name,arc_main_count,sig_appearance,sig_cover,sig_arc_main,sig_saga_breadth,sig_bio_completeness,sig_bounty,sig_devil_fruit,sig_affiliation,sig_conqueror_haki
199,B,0.3457,Shiki,Shiki,0,0.4010,0.1480,0.0000,0.1818,0.7143,0.0000,1.0000,1.0000,0.0000
200,B,0.3455,Guillotine,Guillotine,0,0.3007,0.0000,0.0000,0.0909,0.2857,0.8926,0.0000,0.7500,0.0000
201,B,0.3452,Kuro,Kuro,1,0.4332,0.1480,0.1966,0.1818,1.0000,0.7392,0.0000,0.3000,0.0000
202,B,0.3435,Chaka,Chaka,0,0.5100,0.1480,0.0000,0.5455,0.8571,0.0000,1.0000,0.3000,0.0000
203,B,0.3434,Fisher_Tiger,Fisher Tiger,0,0.3330,0.1480,0.0000,0.2727,0.8571,0.8580,0.0000,0.3000,0.0000
204,B,0.3421,Carrot,Carrot,2,0.6862,0.3827,0.3115,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
205,B,0.3414,Gin,Gin,1,0.4258,0.1480,0.1966,0.1818,1.0000,0.7264,0.0000,0.3000,0.0000
206,B,0.3413,Fukurou,Fukurou,1,0.5298,0.1480,0.1966,0.2727,0.8571,0.0000,0.0000,0.7500,0.0000
207,B,0.3412,Kanjuro,Kanjuro,1,0.6301,0.0000,0.1966,0.2727,0.7143,0.0000,1.0000,0.5000,0.0000
208,B,0.3406,Tosa,Tosa,0,0.2814,0.0000,0.0000,0.0909,0.2857,0.8926,0.0000,0.7500,0.0000
209,B,0.3403,Kumadori,Kumadori,1,0.5261,0.1480,0.1966,0.2727,0.8571,0.0000,0.0000,0.7500,0.0000
210,B,0.3402,Vegapunk,Vegapunk,1,0.5795,0.2346,0.1966,0.3636,0.7143,0.0000,1.0000,0.3000,0.0000
211,B,0.3398,Chew,Chew,1,0.4403,0.1480,0.1966,0.1818,1.0000,0.6916,0.0000,0.3000,0.0000
212,B,0.3396,Stansen,Stansen,0,0.5012,0.1480,0.0000,0.3636,0.7143,0.0000,0.0000,0.7500,0.0000
213,B,0.3365,Pell,Pell,0,0.4819,0.1480,0.0000,0.5455,0.8571,0.0000,1.0000,0.3000,0.0000
214,B,0.3363,Manmayer_Gunko,Manmayer Gunko,0,0.4819,0.1480,0.0000,0.0909,0.1429,0.0000,1.0000,1.0000,0.0000
215,B,0.3344,Oars_Jr.,Oars Jr.,0,0.3468,0.0000,0.0000,0.0909,1.0000,0.8969,0.0000,0.5000,0.0000
216,B,0.3341,Ideo,Ideo,0,0.5057,0.2346,0.0000,0.2727,0.8571,0.0000,0.0000,0.7500,0.0000
217,B,0.3337,Zala,Zala,0,0.4655,0.1480,0.0000,0.1818,1.0000,0.7741,1.0000,0.0000,0.0000
218,B,0.3322,Shepherd_Sommers,Shepherd Sommers,0,0.4655,0.1480,0.0000,0.0909,0.1429,0.0000,1.0000,1.0000,0.0000
219,B,0.3305,Kelly_Funk,Kelly Funk,0,0.3916,0.0000,0.0000,0.0909,1.0000,0.7958,1.0000,0.3000,0.0000
220,B,0.3304,Tamanegi,Tamanegi,1,0.4655,0.1480,0.1966,0.6364,0.8571,0.0000,0.0000,0.3000,0.0000
221,B,0.3289,Very_Good,Very Good,0,0.2591,0.0000,0.0000,0.2727,0.5714,0.8209,1.0000,0.3000,0.0000
222,B,0.3286,Raizo,Raizo,0,0.6337,0.2346,0.0000,0.2727,0.8571,0.0000,1.0000,0.3000,0.0000
223,B,0.3272,Mont_Blanc_Cricket,Mont Blanc Cricket,0,0.4097,0.0000,0.0000,0.4545,1.0000,0.7591,0.0000,0.0000,0.0000
224,B,0.3258,Kumashi,Kumashi,0,0.3916,0.1480,0.0000,0.2727,0.4286,0.0000,0.0000,1.0000,0.0000
225,B,0.3258,Ninjin,Ninjin,1,0.4470,0.1480,0.1966,0.6364,0.8571,0.0000,0.0000,0.3000,0.0000
226,B,0.3258,Piiman,Piiman,1,0.4470,0.1480,0.1966,0.6364,0.8571,0.0000,0.0000,0.3000,0.0000
227,B,0.3256,Shirahoshi,Shirahoshi,2,0.5821,0.2961,0.3115,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
228,B,0.3249,Iceburg,Iceburg,2,0.5658,0.2346,0.3115,0.6364,0.8571,0.0000,0.0000,0.0000,0.0000
229,B,0.3248,Mansherry,Mansherry,1,0.4819,0.2961,0.1966,0.3636,0.8571,0.0000,1.0000,0.3000,0.0000
230,B,0.3248,Wicca,Wicca,0,0.5142,0.2346,0.0000,0.2727,0.2857,0.0000,0.0000,0.7500,0.0000
231,B,0.3244,Mont_Blanc_Noland,Mont Blanc Noland,0,0.4010,0.2346,0.0000,0.1818,0.7143,0.0000,0.0000,1.0000,0.0000
232,B,0.3241,Charlotte_Brûlée,Charlotte Brûlée,1,0.5505,0.0000,0.1966,0.2727,0.8571,0.0000,1.0000,0.5000,0.0000
233,B,0.3239,Benn_Beckman,Benn Beckman,0,0.4180,0.0000,0.0000,0.6364,0.8571,0.0000,0.0000,0.5000,0.0000
234,B,0.3238,Flapper,Flapper,0,0.5335,0.1480,0.0000,0.2727,0.4286,0.0000,0.0000,0.7500,0.0000
235,B,0.3227,Camie,Camie,1,0.6144,0.1480,0.1966,0.6364,0.8571,0.0000,0.0000,0.0000,0.0000
236,B,0.3218,Yasopp,Yasopp,0,0.4097,0.0000,0.0000,0.6364,0.8571,0.0000,0.0000,0.5000,0.0000
237,B,0.3207,Squard,Squard,0,0.3178,0.0000,0.0000,0.0909,1.0000,0.8540,0.0000,0.5000,0.0000
238,B,0.3207,Salome,Salome,1,0.5335,0.1480,0.1966,0.5455,0.4286,0.0000,0.0000,0.3000,0.0000
239,B,0.3205,Enel,Enel,2,0.6081,0.1480,0.3115,0.4545,0.8571,0.0000,1.0000,0.0000,0.0000
240,B,0.3202,Gill_Bastar,Gill Bastar,0,0.2591,0.0000,0.0000,0.1818,0.2857,0.9222,1.0000,0.3000,0.0000
241,B,0.3200,Bobbin,Bobbin,0,0.3178,0.0000,0.0000,0.1818,0.2857,0.8233,0.0000,0.5000,0.0000
242,B,0.3197,Kouzuki_Toki,Kouzuki Toki,0,0.4403,0.0000,0.0000,0.0909,0.5714,0.0000,1.0000,1.0000,0.0000
243,B,0.3190,Inhel,Inhel,0,0.5371,0.1480,0.0000,0.2727,0.1429,0.0000,0.0000,0.7500,0.0000
244,B,0.3183,Rimoshifu_Killingham,Rimoshifu Killingham,0,0.4097,0.1480,0.0000,0.0909,0.1429,0.0000,1.0000,1.0000,0.0000
245,B,0.3180,Prometheus,Prometheus,0,0.5897,0.2961,0.0000,0.2727,0.5714,0.0000,0.0000,0.5000,0.0000
246,B,0.3165,Sugar,Sugar,0,0.4655,0.2346,0.0000,0.2727,0.8571,0.0000,1.0000,0.5000,0.0000
247,B,0.3163,Mohji,Mohji,1,0.4819,0.1480,0.1966,0.5455,0.8571,0.0000,0.0000,0.3000,0.0000
248,B,0.3153,Zeff,Zeff,1,0.5371,0.0000,0.1966,0.5455,0.8571,0.0000,0.0000,0.3000,0.0000
249,B,0.3153,Hattori,Hattori,1,0.6459,0.2346,0.1966,0.5455,0.5714,0.0000,0.0000,0.0000,0.0000
250,B,0.3134,Figarland_Shamrock,Figarland Shamrock,0,0.3916,0.1480,0.0000,0.1818,0.7143,0.0000,0.0000,1.0000,0.0000
251,B,0.3131,Catacombo,Catacombo,0,0.2005,0.0000,0.0000,0.2727,0.2857,0.8518,0.0000,0.5000,0.0000
252,B,0.3086,Kureha,Kureha,2,0.4870,0.0000,0.3115,0.5455,0.8571,0.0000,0.0000,0.3000,0.0000
253,B,0.3085,Tama,Tama,0,0.6263,0.2346,0.0000,0.1818,0.8571,0.0000,1.0000,0.3000,0.0000
254,B,0.3082,Shiryu,Shiryu,0,0.4535,0.0000,0.0000,0.3636,0.8571,0.0000,1.0000,0.5000,0.0000
255,B,0.3052,Neptune,Neptune,2,0.5598,0.1480,0.3115,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
256,B,0.3039,Rampo,Rampo,0,0.4766,0.1480,0.0000,0.2727,0.1429,0.0000,0.0000,0.7500,0.0000
257,B,0.3038,Gerd,Gerd,0,0.4919,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.7500,0.0000
258,B,0.3015,Lucky_Roux,Lucky Roux,0,0.4010,0.0000,0.0000,0.5455,0.8571,0.0000,0.0000,0.5000,0.0000
259,B,0.3008,Nico_Olvia,Nico Olvia,0,0.3709,0.1480,0.0000,0.2727,0.8571,0.8104,0.0000,0.0000,0.0000
260,B,0.2995,Fukaboshi,Fukaboshi,2,0.5371,0.1480,0.3115,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
261,B,0.2993,Rebecca,Rebecca,2,0.6224,0.3827,0.3115,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
262,B,0.2988,Mashikaku,Mashikaku,0,0.3594,0.0000,0.0000,0.3636,0.7143,0.5131,0.0000,0.3000,0.0000
263,B,0.2983,Kokoro,Kokoro,1,0.5897,0.1480,0.1966,0.5455,0.8571,0.0000,0.0000,0.0000,0.0000
264,B,0.2983,Koza,Koza,0,0.4870,0.2346,0.0000,0.4545,0.8571,0.0000,0.0000,0.3000,0.0000
265,B,0.2964,Stronger,Stronger,0,0.4403,0.0000,0.0000,0.3636,0.4286,0.0000,1.0000,0.5000,0.0000
266,B,0.2953,Gion,Gion,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.8926,0.0000,0.7500,0.0000
267,B,0.2953,Tokikake,Tokikake,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.8926,0.0000,0.7500,0.0000
268,B,0.2951,Catarina_Devon,Catarina Devon,0,0.4010,0.0000,0.0000,0.3636,0.8571,0.0000,1.0000,0.5000,0.0000
269,B,0.2949,Nezumi,Nezumi,0,0.2814,0.0000,0.0000,0.1818,1.0000,0.8209,0.0000,0.3000,0.0000
270,B,0.2947,Ripper,Ripper,0,0.2814,0.0000,0.0000,0.3636,0.7143,0.6157,0.0000,0.3000,0.0000
271,B,0.2943,Road,Road,0,0.4655,0.1480,0.0000,0.1818,0.7143,0.0000,0.0000,0.7500,0.0000
272,B,0.2933,Kyros,Kyros,1,0.6081,0.4156,0.1966,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
273,B,0.2931,Sicily,Sicily,0,0.1589,0.0000,0.0000,0.1818,0.7143,0.8518,0.0000,0.5000,0.0000
274,B,0.2930,Shachi,Shachi,0,0.5598,0.0000,0.0000,0.4545,0.8571,0.0000,0.0000,0.3000,0.0000
275,B,0.2929,Goldberg,Goldberg,0,0.4596,0.1480,0.0000,0.1818,0.7143,0.0000,0.0000,0.7500,0.0000
276,B,0.2927,Charlotte_Snack,Charlotte Snack,0,0.2005,0.0000,0.0000,0.0909,0.7143,0.9007,0.0000,0.5000,0.0000
277,B,0.2925,Kashii,Kashii,0,0.5714,0.1480,0.0000,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
278,B,0.2916,Abdullah,Abdullah,0,0.4870,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.7500,0.0000
279,B,0.2916,Kikunojo,Kikunojo,1,0.6390,0.2346,0.1966,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
280,B,0.2911,Oimo,Oimo,0,0.5658,0.1480,0.0000,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
281,B,0.2907,Ganryu,Ganryu,0,0.3330,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,1.0000,0.0000
282,B,0.2900,Boo,Boo,0,0.4596,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.7500,0.0000
283,B,0.2899,Penguin,Penguin,0,0.5473,0.0000,0.0000,0.4545,0.8571,0.0000,0.0000,0.3000,0.0000
284,B,0.2891,Igaram,Igaram,2,0.5298,0.1480,0.3115,0.5455,0.8571,0.0000,0.0000,0.0000,0.0000
285,B,0.2891,Jeet,Jeet,0,0.4766,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.7500,0.0000
286,B,0.2882,Paulie,Paulie,2,0.5992,0.1480,0.3115,0.4545,0.8571,0.0000,0.0000,0.0000,0.0000
287,B,0.2877,Cotton,Cotton,0,0.4712,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.7500,0.0000
288,B,0.2876,Avalo_Pizarro,Avalo Pizarro,0,0.3709,0.0000,0.0000,0.3636,0.8571,0.0000,1.0000,0.5000,0.0000
289,B,0.2874,Monet,Monet,1,0.5012,0.1480,0.1966,0.0909,0.7143,0.0000,1.0000,0.5000,0.0000
290,B,0.2852,Blue_Gilly,Blue Gilly,0,0.4766,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.7500,0.0000
291,B,0.2836,Moda,Moda,0,0.3594,0.0000,0.0000,0.3636,0.4286,0.0000,0.0000,0.7500,0.0000
292,C,0.2835,Laboon,Laboon,1,0.4097,0.0000,0.1966,0.5455,0.8571,0.0000,0.0000,0.3000,0.0000
293,C,0.2831,Richie,Richie,0,0.4819,0.0000,0.0000,0.5455,0.4286,0.0000,0.0000,0.3000,0.0000
294,C,0.2830,Vinsmoke_Reiju,Vinsmoke Reiju,0,0.5714,0.2346,0.0000,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
295,C,0.2828,Buchi,Buchi,0,0.3178,0.1480,0.0000,0.0909,1.0000,0.7024,0.0000,0.3000,0.0000
296,C,0.2814,Babe,Babe,0,0.4403,0.1480,0.0000,0.1818,1.0000,0.6675,0.0000,0.0000,0.0000
297,C,0.2813,Pappag,Pappag,1,0.5945,0.1480,0.1966,0.4545,0.8571,0.0000,0.0000,0.0000,0.0000
298,C,0.2807,Absalom,Absalom,0,0.4766,0.1480,0.0000,0.2727,0.8571,0.0000,1.0000,0.3000,0.0000
299,C,0.2806,Yarisugi,Yarisugi,0,0.2814,0.0000,0.0000,0.1818,0.2857,0.8209,0.0000,0.3000,0.0000
300,C,0.2805,Shinobu,Shinobu,0,0.6081,0.0000,0.0000,0.1818,0.8571,0.0000,1.0000,0.3000,0.0000
301,C,0.2803,Donquixote_Rosinante,Donquixote Rosinante,0,0.4258,0.0000,0.0000,0.2727,0.7143,0.0000,1.0000,0.5000,0.0000
302,C,0.2799,Sharinguru,Sharinguru,0,0.1589,0.0000,0.0000,0.1818,0.2857,0.8209,1.0000,0.3000,0.0000
303,C,0.2799,Shu,Shu,0,0.1589,0.0000,0.0000,0.1818,0.2857,0.8209,1.0000,0.3000,0.0000
304,C,0.2799,Streusen,Streusen,0,0.3916,0.2346,0.0000,0.1818,0.8571,0.0000,1.0000,0.5000,0.0000
305,C,0.2790,Douglas_Bullet,Douglas Bullet,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.0000,1.0000,1.0000,1.0000
306,C,0.2789,Bobby_Funk,Bobby Funk,0,0.3178,0.0000,0.0000,0.0909,1.0000,0.7754,0.0000,0.3000,0.0000
307,C,0.2787,Buffalo,Buffalo,0,0.4596,0.2346,0.0000,0.0909,0.8571,0.0000,1.0000,0.5000,0.0000
308,C,0.2776,Kawamatsu,Kawamatsu,0,0.6224,0.2346,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
309,C,0.2774,Kurozumi_Orochi,Kurozumi Orochi,0,0.5598,0.0000,0.0000,0.0909,0.7143,0.0000,1.0000,0.5000,0.0000
310,C,0.2759,Doringo,Doringo,0,0.3468,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
311,C,0.2759,Mr._Momora,Mr. Momora,0,0.3468,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
312,C,0.2759,Spencer,Spencer,0,0.3468,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
313,C,0.2751,Marguerite,Marguerite,2,0.4258,0.0000,0.3115,0.4545,0.8571,0.0000,0.0000,0.3000,0.0000
314,C,0.2747,Wanda,Wanda,1,0.5335,0.1480,0.1966,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
315,C,0.2744,Hyouzou,Hyouzou,0,0.4470,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.7500,0.0000
316,C,0.2741,Charlotte_Galette,Charlotte Galette,0,0.4258,0.1480,0.0000,0.1818,0.5714,0.0000,1.0000,0.5000,0.0000
317,C,0.2737,Kouzuki_Hiyori,Kouzuki Hiyori,0,0.5821,0.2961,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
318,C,0.2734,Chimney,Chimney,1,0.5628,0.1480,0.1966,0.4545,0.8571,0.0000,0.0000,0.0000,0.0000
319,C,0.2725,Sunbell,Sunbell,0,0.3330,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
320,C,0.2725,Taro,Taro,0,0.3330,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
321,C,0.2722,Manboshi,Manboshi,1,0.5100,0.0000,0.1966,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
322,C,0.2722,Ryuboshi,Ryuboshi,1,0.5100,0.0000,0.1966,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
323,C,0.2715,Vinsmoke_Ichiji,Vinsmoke Ichiji,0,0.5598,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
324,C,0.2708,Funkfreed,Funkfreed,0,0.3468,0.1480,0.0000,0.0909,0.4286,0.0000,1.0000,0.7500,0.0000
325,C,0.2707,Vinsmoke_Niji,Vinsmoke Niji,0,0.5568,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
326,C,0.2703,Macro,Macro,0,0.4919,0.0000,0.0000,0.4545,0.5714,0.0000,0.0000,0.3000,0.0000
327,C,0.2702,Matsuge,Matsuge,0,0.4819,0.2346,0.0000,0.5455,0.8571,0.0000,0.0000,0.0000,0.0000
328,C,0.2701,Farul,Farul,0,0.3916,0.1480,0.0000,0.1818,0.4286,0.0000,0.0000,0.7500,0.0000
329,C,0.2699,Kuina,Kuina,0,0.2814,0.0000,0.0000,0.3636,0.7143,0.0000,0.0000,0.7500,0.0000
330,C,0.2689,Daigin,Daigin,0,0.2005,0.0000,0.0000,0.1818,0.7143,0.8209,0.0000,0.3000,0.0000
331,C,0.2688,Hyougoro,Hyougoro,0,0.5872,0.2346,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
332,C,0.2687,Donquino,Donquino,0,0.3178,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
333,C,0.2687,Mugren,Mugren,0,0.3178,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
334,C,0.2683,Vinsmoke_Yonji,Vinsmoke Yonji,0,0.5473,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
335,C,0.2681,Sham,Sham,0,0.2591,0.1480,0.0000,0.0909,1.0000,0.7024,0.0000,0.3000,0.0000
336,C,0.2676,Guernika,Guernika,0,0.4180,0.0000,0.0000,0.1818,0.7143,0.0000,0.0000,0.7500,0.0000
337,C,0.2676,Megalo,Megalo,0,0.4712,0.2346,0.0000,0.3636,0.4286,0.0000,0.0000,0.3000,0.0000
338,C,0.2665,Vista,Vista,1,0.4535,0.1480,0.1966,0.1818,0.8571,0.0000,0.0000,0.5000,0.0000
339,C,0.2665,Figarland_Garling,Figarland Garling,0,0.3817,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,1.0000,0.0000
340,C,0.2653,Baxcon,Baxcon,0,0.3817,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.7500,0.0000
341,C,0.2649,Charlotte_Chiffon,Charlotte Chiffon,0,0.5473,0.2961,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
342,C,0.2644,Millet_Pine,Millet Pine,0,0.3007,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
343,C,0.2643,Elizabello_II,Elizabello II,0,0.4966,0.2346,0.0000,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
344,C,0.2642,Tenguyama_Hitetsu,Tenguyama Hitetsu,0,0.4655,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.7500,0.0000
345,C,0.2641,Vergo,Vergo,0,0.4766,0.0000,0.0000,0.0909,0.7143,0.0000,0.0000,0.7500,0.0000
346,C,0.2634,Giolla,Giolla,0,0.4332,0.1480,0.0000,0.0909,0.8571,0.0000,1.0000,0.5000,0.0000
347,C,0.2626,Kaya,Kaya,1,0.4470,0.1480,0.1966,0.5455,0.8571,0.0000,0.0000,0.0000,0.0000
348,C,0.2625,Riku_Doldo_III,Riku Doldo III,1,0.5921,0.1480,0.1966,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
349,C,0.2623,Jean_Bart,Jean Bart,0,0.5439,0.0000,0.0000,0.3636,0.4286,0.0000,0.0000,0.3000,0.0000
350,C,0.2619,Denjiro,Denjiro,0,0.5945,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
351,C,0.2610,Ochoku,Ochoku,0,0.3007,0.1480,0.0000,0.0909,0.1429,0.0000,0.0000,1.0000,0.0000
352,C,0.2602,Rocks_D._Xebec,Rocks D. Xebec,0,0.4332,0.1480,0.0000,0.1818,0.2857,0.0000,0.0000,0.3000,1.0000
353,C,0.2596,MAX_Marx,MAX Marx,0,0.2814,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
354,C,0.2596,Moon_Isaac_Jr.,Moon Isaac Jr.,0,0.2814,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
355,C,0.2596,Petermoo,Petermoo,0,0.2814,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
356,C,0.2592,Fossa,Fossa,1,0.4470,0.1480,0.1966,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
357,C,0.2590,Shishilian,Shishilian,0,0.5100,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
358,C,0.2581,Bluejam,Bluejam,0,0.2591,0.0000,0.0000,0.0909,1.0000,0.7342,0.0000,0.3000,0.0000
359,C,0.2579,Wadatsumi,Wadatsumi,0,0.5057,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
360,C,0.2579,Magellan,Magellan,1,0.4535,0.1480,0.1966,0.3636,0.8571,0.0000,1.0000,0.0000,0.0000
361,C,0.2578,Minister_of_the_Right,Minister of the Right,0,0.4919,0.0000,0.0000,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
362,C,0.2569,Bogard,Bogard,1,0.4332,0.0000,0.1966,0.4545,0.1429,0.0000,0.0000,0.3000,0.0000
363,C,0.2568,Monster,Monster,0,0.3178,0.0000,0.0000,0.4545,0.5714,0.0000,0.0000,0.5000,0.0000
364,C,0.2560,Wanze,Wanze,0,0.3007,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.7500,0.0000
365,C,0.2556,Gorilla,Gorilla,0,0.1589,0.0000,0.0000,0.1818,0.5714,0.8209,0.0000,0.3000,0.0000
366,C,0.2555,Bonk_Punch,Bonk Punch,0,0.3468,0.0000,0.0000,0.4545,0.1429,0.0000,0.0000,0.5000,0.0000
367,C,0.2546,Pierre,Pierre,1,0.5473,0.1480,0.1966,0.2727,0.4286,0.0000,1.0000,0.0000,0.0000
368,C,0.2542,Bobomba,Bobomba,0,0.4097,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
369,C,0.2540,Morgan,Morgan,2,0.4258,0.0000,0.3115,0.3636,0.7143,0.0000,0.0000,0.3000,0.0000
370,C,0.2540,Minister_of_the_Left,Minister of the Left,0,0.4766,0.0000,0.0000,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
371,C,0.2540,CB_Gallant,CB Gallant,0,0.2591,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
372,C,0.2540,Erio,Erio,0,0.2591,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
373,C,0.2540,Rangram,Rangram,0,0.2591,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
374,C,0.2540,Rowing,Rowing,0,0.2591,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
375,C,0.2532,Cerberus,Cerberus,0,0.3468,0.1480,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
376,C,0.2517,Akehende,Akehende,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.8518,0.0000,0.5000,0.0000
377,C,0.2512,Vasco_Shot,Vasco Shot,0,0.3709,0.0000,0.0000,0.1818,0.8571,0.0000,1.0000,0.5000,0.0000
378,C,0.2507,Demalo_Black,Demalo Black,1,0.2814,0.0000,0.1966,0.1818,1.0000,0.7609,0.0000,0.0000,0.0000
379,C,0.2505,Spandam,Spandam,1,0.5439,0.1480,0.1966,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
380,C,0.2498,Roshio,Roshio,0,0.1589,0.0000,0.0000,0.1818,0.5714,0.7822,0.0000,0.3000,0.0000
381,C,0.2491,Makino,Makino,0,0.3594,0.1480,0.0000,0.6364,0.8571,0.0000,0.0000,0.0000,0.0000
382,C,0.2488,Risky_Brothers,Risky Brothers,0,0.4403,0.0000,0.0000,0.4545,0.1429,0.0000,0.0000,0.3000,0.0000
383,C,0.2488,Wyper,Wyper,1,0.5371,0.1480,0.1966,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
384,C,0.2484,Peachbeard,Peachbeard,0,0.1002,0.0000,0.0000,0.0909,0.5714,0.7918,0.0000,0.5000,0.0000
385,C,0.2474,Bankuro,Bankuro,0,0.2328,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
386,C,0.2459,Gonbe,Gonbe,1,0.5598,0.1480,0.1966,0.3636,0.4286,0.0000,0.0000,0.0000,0.0000
387,C,0.2457,Peepley_Lulu,Peepley Lulu,0,0.5505,0.0000,0.0000,0.4545,0.8571,0.0000,0.0000,0.0000,0.0000
388,C,0.2457,Mozu_and_Kiwi,Mozu and Kiwi,1,0.5742,0.2346,0.1966,0.2727,0.7143,0.0000,0.0000,0.0000,0.0000
389,C,0.2451,Kong,Kong,0,0.2005,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,1.0000,0.0000
390,C,0.2448,Charlotte_Opera,Charlotte Opera,0,0.3817,0.1480,0.0000,0.0909,0.5714,0.0000,1.0000,0.5000,0.0000
391,C,0.2445,Joseph,Joseph,0,0.3709,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
392,C,0.2425,Nitro,Nitro,0,0.4403,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.5000,0.0000
393,C,0.2421,Rakuyo,Rakuyo,0,0.4180,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
394,C,0.2420,Nojiko,Nojiko,1,0.4966,0.0000,0.1966,0.4545,0.8571,0.0000,0.0000,0.0000,0.0000
395,C,0.2416,Nubon,Nubon,0,0.3594,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
396,C,0.2413,Ross,Ross,0,0.3468,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.7500,0.0000
397,C,0.2412,Charlotte_Mobile,Charlotte Mobile,0,0.4010,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.5000,0.0000
398,C,0.2409,Heat,Heat,0,0.4470,0.0000,0.0000,0.3636,0.5714,0.0000,0.0000,0.3000,0.0000
399,C,0.2408,Genzo,Genzo,1,0.4919,0.0000,0.1966,0.4545,0.8571,0.0000,0.0000,0.0000,0.0000
